0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82
"(4223, 44.0, 0.3048)","(6946, 44.0, 0.41797)","(6559, 44.0, 0.44591)","(6717, 44.0, 1.37483)","(6717, 44.0, 1.37487)","(3140, 44.0, 1.36177)","(7174, 44.0, 0.98822)","(7302, 44.0, 0.95801)","(4666, 44.0, 0.41503)","(6889, 44.0, 0.42117)","(3140, 44.0, 1.35724)","(6559, 44.0, 0.44607)","(6559, 44.0, 0.44591)","(3161, 44.0, 0.56121)","(3668, 44.0, 1.07157)","(4534, 44.0, 0.49268)","(3092, 44.0, 1.25454)","(4417, 44.0, 0.65504)","(6856, 44.0, 0.45887)","(6856, 44.0, 0.4587)","(6562, 44.0, 0.48226)","(6856, 44.0, 0.45887)","(3124, 44.0, 0.46046)","(4666, 44.0, 0.41403)","(4666, 44.0, 0.41318)","(3124, 44.0, 0.46046)","(3161, 44.0, 0.56168)","(6559, 44.0, 0.44608)","(3124, 44.0, 0.46046)","(3124, 44.0, 0.46398)","(6856, 44.0, 0.45887)","(6559, 44.0, 0.44607)","(6559, 44.0, 0.44607)","(4872, 44.0, 0.51103)","(6559, 44.0, 0.44608)","(1643, 44.0, 0.97899)","(6946, 44.0, 0.42328)","(6946, 44.0, 0.42328)","(6559, 44.0, 0.44607)","(3150, 44.0, 0.55597)","(3150, 44.0, 0.55816)","(6946, 44.0, 0.42328)","(6946, 44.0, 0.41797)","(7302, 44.0, 0.95784)","(3938, 44.0, 0.3839)","(3161, 44.0, 0.56168)","(6889, 44.0, 0.4204)","(6856, 44.0, 0.45505)","(6815, 44.0, 0.98866)","(6559, 44.0, 0.44608)","(6559, 44.0, 0.44182)","(6717, 44.0, 1.37483)","(6089, 44.0, 0.38398)","(6946, 44.0, 0.41739)","(3397, 44.0, 0.97853)","(7174, 44.0, 0.98971)","(7174, 44.0, 0.98929)","(3124, 44.0, 0.46046)","(2924, 44.0, 0.38645)","(6874, 44.0, 0.91788)","(662, 44.0, 1.15168)","(4223, 44.0, 0.30914)","(1781, 44.0, 0.47433)","(6089, 44.0, 0.38398)","(4914, 44.0, 0.21967)","(6889, 44.0, 0.42117)","(7287, 44.0, 0.30011)","(4417, 44.0, 0.65504)","(3938, 44.0, 0.38298)","(3124, 44.0, 0.46398)","(6020, 44.0, 0.30223)","(7302, 44.0, 0.95801)","(5920, 44.0, 0.4675)","(3115, 44.0, 0.60737)","(2930, 44.0, 1.16602)","(2790, 44.0, 0.34212)","(1087, 44.0, 0.29765)","(6717, 44.0, 1.37406)","(7294, 44.0, 0.27336)","(6503, 44.0, 0.39419)","(6012, 44.0, 0.19255)","(6593, 44.0, 0.33326)","(4205, 44.0, 0.34263)"
"(6889, 43.0, 0.4204)","(4223, 43.0, 0.3043)","(3124, 43.0, 0.4642)","(5920, 43.0, 0.46812)","(5920, 43.0, 0.4675)","(4417, 43.0, 0.65824)","(3140, 43.0, 1.36022)","(6717, 43.0, 1.37483)","(7174, 43.0, 0.98702)","(7302, 43.0, 0.95784)","(3532, 43.0, 1.31171)","(6889, 43.0, 0.42117)","(4368, 43.0, 0.63697)","(3124, 43.0, 0.46414)","(3124, 43.0, 0.46414)","(5532, 43.0, 0.31722)","(4417, 43.0, 0.65837)","(2367, 43.0, 1.09337)","(5666, 43.0, 0.25241)","(6562, 43.0, 0.48334)","(6935, 43.0, 0.34323)","(6562, 43.0, 0.48433)","(6889, 43.0, 0.41633)","(5920, 43.0, 0.46693)","(5920, 43.0, 0.4675)","(4368, 43.0, 0.63339)","(7174, 43.0, 0.98971)","(6889, 43.0, 0.42196)","(3668, 43.0, 1.06694)","(4368, 43.0, 0.63821)","(3124, 43.0, 0.46398)","(3668, 43.0, 1.07157)","(6889, 43.0, 0.42117)","(3161, 43.0, 0.56034)","(1643, 43.0, 0.97975)","(3161, 43.0, 0.56034)","(4223, 43.0, 0.30914)","(6889, 43.0, 0.41633)","(7174, 43.0, 0.98929)","(3563, 43.0, 0.62931)","(3563, 43.0, 0.62953)","(4223, 43.0, 0.30914)","(4223, 43.0, 0.3043)","(6935, 43.0, 0.33781)","(3124, 43.0, 0.46414)","(6889, 43.0, 0.42196)","(4223, 43.0, 0.3048)","(5666, 43.0, 0.25237)","(6559, 43.0, 0.44608)","(1643, 43.0, 0.97975)","(1643, 43.0, 0.97598)","(1643, 43.0, 0.97975)","(6508, 43.0, 0.48568)","(5920, 43.0, 0.46812)","(3938, 43.0, 0.38298)","(4223, 43.0, 0.30381)","(4223, 43.0, 0.3043)","(6889, 43.0, 0.41633)","(1965, 43.0, 1.10147)","(1665, 43.0, 0.44736)","(1965, 43.0, 1.10072)","(4368, 43.0, 0.63339)","(3668, 43.0, 1.07099)","(1358, 43.0, 0.59835)","(157, 43.0, 0.31822)","(3161, 43.0, 0.56121)","(6790, 43.0, 0.36036)","(3124, 43.0, 0.46046)","(6717, 43.0, 1.37483)","(3161, 43.0, 0.56168)","(1681, 43.0, 0.78505)","(3668, 43.0, 1.07196)","(4223, 43.0, 0.3043)","(4872, 43.0, 0.51103)","(6934, 43.0, 1.08845)","(2960, 43.0, 0.57259)","(752, 43.0, 1.33595)","(4872, 43.0, 0.51103)","(1690, 43.0, 0.62027)","(1707, 43.0, 0.24687)","(1439, 43.0, 0.40875)","(484, 43.0, 0.15832)","(4358, 43.0, 0.37113)"
"(4534, 42.0, 0.49176)","(6889, 42.0, 0.42117)","(7302, 42.0, 0.95739)","(6946, 42.0, 0.41739)","(6946, 42.0, 0.41797)","(6717, 42.0, 1.37483)","(4417, 42.0, 0.65837)","(4368, 42.0, 0.63821)","(1643, 42.0, 0.97598)","(6717, 42.0, 1.37487)","(6815, 42.0, 0.9857)","(3668, 42.0, 1.07157)","(7174, 42.0, 0.98822)","(7174, 42.0, 0.98929)","(7174, 42.0, 0.98929)","(157, 42.0, 0.31822)","(2367, 42.0, 1.09691)","(3014, 42.0, 0.85067)","(2404, 42.0, 0.93313)","(6935, 42.0, 0.33926)","(3668, 42.0, 1.06694)","(6935, 42.0, 0.33781)","(7174, 42.0, 0.98702)","(4534, 42.0, 0.49176)","(4534, 42.0, 0.4923)","(7174, 42.0, 0.98702)","(2653, 42.0, 0.69955)","(7174, 42.0, 0.98971)","(6889, 42.0, 0.41633)","(7174, 42.0, 0.98971)","(3668, 42.0, 1.07196)","(7174, 42.0, 0.98929)","(4368, 42.0, 0.63787)","(3668, 42.0, 1.07099)","(3161, 42.0, 0.56168)","(4872, 42.0, 0.51103)","(5833, 42.0, 0.62757)","(7302, 42.0, 0.95364)","(4368, 42.0, 0.63787)","(6562, 42.0, 0.48334)","(6562, 42.0, 0.48226)","(4368, 42.0, 0.63339)","(4368, 42.0, 0.63787)","(3532, 42.0, 1.31507)","(6889, 42.0, 0.42117)","(4223, 42.0, 0.30381)","(7302, 42.0, 0.95739)","(3140, 42.0, 1.35724)","(3124, 42.0, 0.46398)","(4872, 42.0, 0.51215)","(4872, 42.0, 0.50973)","(4534, 42.0, 0.49268)","(7172, 42.0, 0.4232)","(7236, 42.0, 0.55121)","(6508, 42.0, 0.48629)","(6559, 42.0, 0.44608)","(6559, 42.0, 0.44607)","(4368, 42.0, 0.63339)","(6975, 42.0, 0.33462)","(3028, 42.0, 0.4131)","(3161, 42.0, 0.56121)","(6889, 42.0, 0.41633)","(3938, 42.0, 0.38488)","(6559, 42.0, 0.44607)","(4916, 42.0, 0.64008)","(3668, 42.0, 1.07157)","(3480, 42.0, 0.311)","(2936, 42.0, 0.54213)","(6815, 42.0, 0.98866)","(7174, 42.0, 0.98971)","(2746, 42.0, 0.3474)","(3124, 42.0, 0.46398)","(6984, 42.0, 0.49829)","(546, 42.0, 0.29762)","(6295, 42.0, 0.42304)","(2083, 42.0, 0.5752)","(5676, 42.0, 0.88586)","(7174, 42.0, 0.98822)","(2614, 42.0, 0.3601)","(5884, 42.0, 0.34262)","(723, 42.0, 0.27086)","(6785, 42.0, 0.38818)","(2381, 42.0, 0.24761)"
"(7174, 41.0, 0.98822)","(4534, 41.0, 0.4923)","(1643, 41.0, 0.97899)","(3668, 41.0, 1.07196)","(3668, 41.0, 1.07157)","(6856, 41.0, 0.45887)","(6717, 41.0, 1.37406)","(4666, 41.0, 0.41292)","(6559, 41.0, 0.44182)","(4368, 41.0, 0.63787)","(3938, 41.0, 0.38643)","(7174, 41.0, 0.98929)","(6889, 41.0, 0.4204)","(1643, 41.0, 0.97959)","(6889, 41.0, 0.42117)","(3092, 41.0, 1.25565)","(3014, 41.0, 0.85432)","(6856, 41.0, 0.45505)","(3184, 41.0, 1.17221)","(3668, 41.0, 1.07099)","(7236, 41.0, 0.54935)","(3668, 41.0, 1.07157)","(6717, 41.0, 1.37237)","(7236, 41.0, 0.54916)","(7236, 41.0, 0.55034)","(6889, 41.0, 0.41633)","(4534, 41.0, 0.49268)","(4534, 41.0, 0.49268)","(7174, 41.0, 0.98702)","(3668, 41.0, 1.07196)","(7174, 41.0, 0.98971)","(6717, 41.0, 1.37487)","(7174, 41.0, 0.98929)","(6672, 41.0, 0.32087)","(4872, 41.0, 0.51215)","(3532, 41.0, 1.31413)","(4563, 41.0, 0.3555)","(4368, 41.0, 0.63339)","(6889, 41.0, 0.42117)","(6935, 41.0, 0.33926)","(6935, 41.0, 0.34323)","(4534, 41.0, 0.48688)","(4534, 41.0, 0.4923)","(4534, 41.0, 0.4923)","(7174, 41.0, 0.98929)","(7302, 41.0, 0.95801)","(6717, 41.0, 1.37406)","(3161, 41.0, 0.55616)","(6984, 41.0, 0.49766)","(3014, 41.0, 0.85543)","(3014, 41.0, 0.85067)","(6559, 41.0, 0.44608)","(6889, 41.0, 0.42117)","(6508, 41.0, 0.48629)","(4872, 41.0, 0.51215)","(6815, 41.0, 0.98866)","(6815, 41.0, 0.98807)","(3668, 41.0, 1.06694)","(3184, 41.0, 1.17253)","(6556, 41.0, 0.58361)","(1681, 41.0, 0.78756)","(7174, 41.0, 0.98702)","(4563, 41.0, 0.3571)","(7286, 41.0, 0.36556)","(6935, 41.0, 0.33703)","(6717, 41.0, 1.37487)","(625, 41.0, 0.24282)","(1643, 41.0, 0.97598)","(1643, 41.0, 0.97975)","(6717, 41.0, 1.37483)","(4368, 41.0, 0.63339)","(4563, 41.0, 0.35792)","(7174, 41.0, 0.98929)","(1428, 41.0, 0.85038)","(1965, 41.0, 1.09663)","(3096, 41.0, 0.89303)","(1649, 41.0, 0.36586)","(3124, 41.0, 0.4642)","(4879, 41.0, 0.49212)","(6803, 41.0, 0.2868)","(278, 41.0, 0.35544)","(996, 41.0, 0.5445)","(5015, 41.0, 0.47162)"
"(2653, 40.0, 0.69938)","(7174, 40.0, 0.98929)","(7174, 40.0, 0.98822)","(7302, 40.0, 0.95801)","(7302, 40.0, 0.95784)","(7046, 40.0, 0.88844)","(6856, 40.0, 0.4587)","(7174, 40.0, 0.98971)","(4563, 40.0, 0.3555)","(4666, 40.0, 0.41318)","(6559, 40.0, 0.44182)","(4368, 40.0, 0.63787)","(3668, 40.0, 1.07099)","(2653, 40.0, 0.69967)","(1643, 40.0, 0.97959)","(4417, 40.0, 0.65824)","(6856, 40.0, 0.4587)","(4436, 40.0, 1.14419)","(7263, 40.0, 0.469)","(7236, 40.0, 0.54916)","(3014, 40.0, 0.85067)","(7236, 40.0, 0.55034)","(4223, 40.0, 0.30914)","(4872, 40.0, 0.51103)","(4872, 40.0, 0.51136)","(3668, 40.0, 1.06694)","(3668, 40.0, 1.07196)","(4368, 40.0, 0.63821)","(4368, 40.0, 0.63339)","(6889, 40.0, 0.42196)","(7302, 40.0, 0.95801)","(1643, 40.0, 0.97959)","(3668, 40.0, 1.07157)","(4563, 40.0, 0.3571)","(3532, 40.0, 1.31557)","(4223, 40.0, 0.3048)","(6508, 40.0, 0.48441)","(3668, 40.0, 1.06694)","(3668, 40.0, 1.07157)","(1965, 40.0, 1.09909)","(1965, 40.0, 1.09663)","(7174, 40.0, 0.98702)","(7174, 40.0, 0.98929)","(7046, 40.0, 0.88818)","(4368, 40.0, 0.63787)","(6717, 40.0, 1.37483)","(4534, 40.0, 0.49176)","(6815, 40.0, 0.9857)","(6717, 40.0, 1.37483)","(6889, 40.0, 0.42196)","(6889, 40.0, 0.41633)","(1781, 40.0, 0.47579)","(6084, 40.0, 0.55057)","(752, 40.0, 1.33629)","(6562, 40.0, 0.48546)","(3532, 40.0, 1.31557)","(3532, 40.0, 1.31507)","(7174, 40.0, 0.98702)","(6839, 40.0, 0.5223)","(2118, 40.0, 0.53693)","(6946, 40.0, 0.41797)","(4534, 40.0, 0.48688)","(3124, 40.0, 0.4642)","(5920, 40.0, 0.4675)","(2924, 40.0, 0.38645)","(4534, 40.0, 0.4923)","(1297, 40.0, 0.84185)","(2653, 40.0, 0.69648)","(3532, 40.0, 1.31557)","(6889, 40.0, 0.42196)","(6163, 40.0, 0.43433)","(5920, 40.0, 0.46812)","(7302, 40.0, 0.95784)","(1959, 40.0, 0.36165)","(7268, 40.0, 0.33109)","(6843, 40.0, 0.82386)","(3398, 40.0, 0.44495)","(3161, 40.0, 0.56034)","(7018, 40.0, 0.3835)","(971, 40.0, 0.26976)","(5576, 40.0, 0.32766)","(4269, 40.0, 0.34332)","(1322, 40.0, 0.21297)"
"(6717, 39.0, 1.37406)","(2653, 39.0, 0.69967)","(6717, 39.0, 1.37406)","(7174, 39.0, 0.98971)","(7174, 39.0, 0.98929)","(1643, 39.0, 0.97975)","(7046, 39.0, 0.88703)","(1643, 39.0, 0.97975)","(4417, 39.0, 0.65504)","(7174, 39.0, 0.98929)","(4534, 39.0, 0.48688)","(7302, 39.0, 0.95784)","(4534, 39.0, 0.49176)","(6889, 39.0, 0.42117)","(6717, 39.0, 1.37487)","(2367, 39.0, 1.09821)","(5666, 39.0, 0.25291)","(6822, 39.0, 0.62194)","(5291, 39.0, 1.10843)","(3014, 39.0, 0.85432)","(6984, 39.0, 0.4993)","(3014, 39.0, 0.85503)","(6808, 39.0, 0.59402)","(3140, 39.0, 1.36022)","(3140, 39.0, 1.36132)","(7302, 39.0, 0.95364)","(4368, 39.0, 0.63821)","(3668, 39.0, 1.07196)","(6717, 39.0, 1.37237)","(7302, 39.0, 0.95801)","(6889, 39.0, 0.42196)","(6889, 39.0, 0.42117)","(4534, 39.0, 0.4923)","(3092, 39.0, 1.25454)","(4223, 39.0, 0.30381)","(3124, 39.0, 0.4642)","(7174, 39.0, 0.98702)","(2653, 39.0, 0.69648)","(4534, 39.0, 0.4923)","(645, 39.0, 0.96272)","(645, 39.0, 0.95858)","(7302, 39.0, 0.95364)","(7302, 39.0, 0.95784)","(6856, 39.0, 0.45887)","(4534, 39.0, 0.4923)","(4534, 39.0, 0.49268)","(7174, 39.0, 0.98822)","(7257, 39.0, 0.29647)","(3014, 39.0, 0.85543)","(6717, 39.0, 1.37483)","(6717, 39.0, 1.37237)","(3124, 39.0, 0.46398)","(3532, 39.0, 1.31507)","(6559, 39.0, 0.44608)","(6984, 39.0, 0.49766)","(3124, 39.0, 0.46398)","(3124, 39.0, 0.46414)","(7302, 39.0, 0.95364)","(5890, 39.0, 0.62983)","(79, 39.0, 0.60126)","(7236, 39.0, 0.55034)","(3668, 39.0, 1.06694)","(4368, 39.0, 0.63697)","(3150, 39.0, 0.55552)","(6975, 39.0, 0.33462)","(7174, 39.0, 0.98929)","(3202, 39.0, 0.62872)","(7257, 39.0, 0.29647)","(3124, 39.0, 0.46398)","(1643, 39.0, 0.97975)","(4914, 39.0, 0.22536)","(3161, 39.0, 0.56168)","(6832, 39.0, 0.97434)","(6931, 39.0, 0.28763)","(3532, 39.0, 1.31171)","(7277, 39.0, 0.30413)","(4898, 39.0, 0.60432)","(3014, 39.0, 0.85432)","(3500, 39.0, 0.35086)","(4859, 39.0, 0.95638)","(4501, 39.0, 0.72938)","(880, 39.0, 0.50109)","(2859, 39.0, 0.33964)"
"(7302, 38.0, 0.95739)","(6717, 38.0, 1.37487)","(6889, 38.0, 0.4204)","(2653, 38.0, 0.69955)","(2653, 38.0, 0.69967)","(4666, 38.0, 0.41292)","(1643, 38.0, 0.97899)","(6559, 38.0, 0.44608)","(1965, 38.0, 1.09663)","(1643, 38.0, 0.97959)","(3124, 38.0, 0.46046)","(6717, 38.0, 1.37487)","(2653, 38.0, 0.69938)","(6717, 38.0, 1.37487)","(7302, 38.0, 0.95784)","(3014, 38.0, 0.85543)","(4436, 38.0, 1.14704)","(2404, 38.0, 0.92941)","(2055, 38.0, 0.96614)","(6984, 38.0, 0.49864)","(1681, 38.0, 0.78505)","(6984, 38.0, 0.49829)","(7302, 38.0, 0.95364)","(6559, 38.0, 0.44591)","(6559, 38.0, 0.44607)","(4534, 38.0, 0.48688)","(6717, 38.0, 1.37483)","(2653, 38.0, 0.69955)","(4534, 38.0, 0.48688)","(2653, 38.0, 0.69955)","(1643, 38.0, 0.97975)","(4368, 38.0, 0.63787)","(6717, 38.0, 1.37487)","(4223, 38.0, 0.3048)","(3124, 38.0, 0.46398)","(7174, 38.0, 0.98822)","(3161, 38.0, 0.55616)","(6717, 38.0, 1.37237)","(2653, 38.0, 0.69967)","(7236, 38.0, 0.54916)","(7236, 38.0, 0.54935)","(3668, 38.0, 1.06694)","(3668, 38.0, 1.07157)","(5666, 38.0, 0.25241)","(2653, 38.0, 0.69967)","(7174, 38.0, 0.98971)","(2653, 38.0, 0.69938)","(3938, 38.0, 0.38643)","(4563, 38.0, 0.35792)","(6984, 38.0, 0.49766)","(6984, 38.0, 0.4993)","(3161, 38.0, 0.56168)","(4417, 38.0, 0.65825)","(6935, 38.0, 0.33703)","(3727, 38.0, 1.08152)","(6717, 38.0, 1.37483)","(6717, 38.0, 1.37487)","(2653, 38.0, 0.69648)","(529, 38.0, 0.30352)","(6887, 38.0, 0.30854)","(6935, 38.0, 0.33781)","(2653, 38.0, 0.69648)","(2653, 38.0, 0.69938)","(5833, 38.0, 0.6289)","(6422, 38.0, 1.1025)","(2653, 38.0, 0.69967)","(6297, 38.0, 0.55496)","(1965, 38.0, 1.09663)","(3161, 38.0, 0.56168)","(2653, 38.0, 0.69955)","(6815, 38.0, 0.9857)","(4368, 38.0, 0.63821)","(2055, 38.0, 0.96614)","(5920, 38.0, 0.46693)","(5291, 38.0, 1.10384)","(2091, 38.0, 0.4154)","(6098, 38.0, 0.62018)","(6984, 38.0, 0.49864)","(1430, 38.0, 0.19704)","(38, 38.0, -99)","(1561, 38.0, 0.2867)","(1660, 38.0, 0.36846)","(4466, 38.0, 0.35059)"
"(4417, 37.0, 0.65837)","(7302, 37.0, 0.95784)","(2653, 37.0, 0.69938)","(1643, 37.0, 0.97975)","(1643, 37.0, 0.97959)","(6832, 37.0, 0.97436)","(4666, 37.0, 0.41403)","(3668, 37.0, 1.07196)","(2653, 37.0, 0.69648)","(6559, 37.0, 0.44607)","(4563, 37.0, 0.3555)","(4534, 37.0, 0.4923)","(7302, 37.0, 0.95739)","(4534, 37.0, 0.4923)","(2653, 37.0, 0.69967)","(6856, 37.0, 0.45887)","(6822, 37.0, 0.62524)","(3184, 37.0, 1.16801)","(4223, 37.0, 0.3043)","(1681, 37.0, 0.78743)","(5666, 37.0, 0.25237)","(1681, 37.0, 0.78756)","(4563, 37.0, 0.3555)","(5833, 37.0, 0.62744)","(5833, 37.0, 0.6289)","(2653, 37.0, 0.69648)","(1643, 37.0, 0.97975)","(6717, 37.0, 1.37483)","(2653, 37.0, 0.69648)","(4534, 37.0, 0.49268)","(4417, 37.0, 0.65824)","(4534, 37.0, 0.4923)","(2653, 37.0, 0.69967)","(4368, 37.0, 0.63697)","(7174, 37.0, 0.98971)","(4534, 37.0, 0.49176)","(3668, 37.0, 1.06694)","(7174, 37.0, 0.98702)","(6717, 37.0, 1.37487)","(3140, 37.0, 1.36022)","(3140, 37.0, 1.35724)","(2653, 37.0, 0.69648)","(2653, 37.0, 0.69967)","(3873, 37.0, 0.75755)","(7302, 37.0, 0.95784)","(2653, 37.0, 0.69955)","(3668, 37.0, 1.07099)","(1781, 37.0, 0.47126)","(7174, 37.0, 0.98971)","(4563, 37.0, 0.35792)","(4563, 37.0, 0.3555)","(7257, 37.0, 0.29602)","(7174, 37.0, 0.98929)","(3124, 37.0, 0.46398)","(6815, 37.0, 0.98866)","(4563, 37.0, 0.35792)","(4563, 37.0, 0.35717)","(4534, 37.0, 0.48688)","(4417, 37.0, 0.65824)","(7101, 37.0, 0.83506)","(6632, 37.0, 0.42821)","(6717, 37.0, 1.37237)","(4534, 37.0, 0.49176)","(157, 37.0, 0.31841)","(6869, 37.0, 0.44077)","(4368, 37.0, 0.63787)","(394, 37.0, 0.15989)","(4872, 37.0, 0.50973)","(4534, 37.0, 0.49268)","(7302, 37.0, 0.95801)","(768, 37.0, 0.22047)","(6984, 37.0, 0.49766)","(3938, 37.0, 0.3839)","(5596, 37.0, 0.4118)","(6869, 37.0, 0.44539)","(7242, 37.0, 0.49005)","(6941, 37.0, 0.78855)","(2653, 37.0, 0.69938)","(6856, 37.0, 0.45887)","(5183, 37.0, 0.46693)","(5929, 37.0, 0.16745)","(3109, 37.0, 0.31537)","(5106, 37.0, 0.32778)"
"(6808, 36.0, 0.59679)","(4417, 36.0, 0.65825)","(4417, 36.0, 0.65837)","(4368, 36.0, 0.63821)","(4368, 36.0, 0.63787)","(2653, 36.0, 0.69955)","(6832, 36.0, 0.97316)","(4563, 36.0, 0.35792)","(6984, 36.0, 0.4993)","(3668, 36.0, 1.07157)","(7257, 36.0, 0.29647)","(2653, 36.0, 0.69967)","(6717, 36.0, 1.37406)","(7302, 36.0, 0.95784)","(4534, 36.0, 0.4923)","(5666, 36.0, 0.25284)","(2404, 36.0, 0.9326)","(7263, 36.0, 0.47361)","(4666, 36.0, 0.41318)","(5666, 36.0, 0.25291)","(6889, 36.0, 0.41633)","(5666, 36.0, 0.25241)","(1965, 36.0, 1.09663)","(3161, 36.0, 0.56034)","(3161, 36.0, 0.56121)","(6717, 36.0, 1.37237)","(6889, 36.0, 0.42196)","(4417, 36.0, 0.65824)","(7302, 36.0, 0.95364)","(6717, 36.0, 1.37483)","(6717, 36.0, 1.37483)","(2653, 36.0, 0.69967)","(7302, 36.0, 0.95784)","(6717, 36.0, 1.37406)","(4534, 36.0, 0.49268)","(4563, 36.0, 0.3571)","(7302, 36.0, 0.95364)","(4534, 36.0, 0.48688)","(1643, 36.0, 0.97959)","(2924, 36.0, 0.3865)","(2924, 36.0, 0.38384)","(6717, 36.0, 1.37237)","(6717, 36.0, 1.37487)","(2367, 36.0, 1.09767)","(6717, 36.0, 1.37487)","(3668, 36.0, 1.07196)","(1643, 36.0, 0.97899)","(3532, 36.0, 1.31171)","(6889, 36.0, 0.42196)","(7174, 36.0, 0.98971)","(7174, 36.0, 0.98702)","(6889, 36.0, 0.42196)","(1681, 36.0, 0.78756)","(1681, 36.0, 0.7877)","(744, 36.0, 0.33517)","(4534, 36.0, 0.49268)","(4534, 36.0, 0.4923)","(1643, 36.0, 0.97598)","(6556, 36.0, 0.58361)","(632, 36.0, 0.93333)","(3140, 36.0, 1.36132)","(7302, 36.0, 0.95364)","(1643, 36.0, 0.97899)","(6717, 36.0, 1.37487)","(7046, 36.0, 0.88844)","(7302, 36.0, 0.95784)","(4939, 36.0, 0.51969)","(3161, 36.0, 0.55616)","(2404, 36.0, 0.93342)","(4534, 36.0, 0.49268)","(7159, 36.0, 0.27078)","(1643, 36.0, 0.97975)","(4988, 36.0, 0.32748)","(2375, 36.0, 0.69251)","(6089, 36.0, 0.38612)","(3711, 36.0, 0.54215)","(1024, 36.0, 0.35604)","(7302, 36.0, 0.95739)","(6376, 36.0, 0.60031)","(5982, 36.0, 0.34663)","(2957, 36.0, 0.81099)","(3318, 36.0, 0.33957)","(6048, 36.0, 0.47383)"
"(3668, 35.0, 1.07099)","(6808, 35.0, 0.59762)","(4534, 35.0, 0.49176)","(4534, 35.0, 0.49268)","(4534, 35.0, 0.4923)","(7302, 35.0, 0.95801)","(2653, 35.0, 0.69938)","(4417, 35.0, 0.65824)","(4534, 35.0, 0.48688)","(4563, 35.0, 0.35717)","(6717, 35.0, 1.37237)","(4417, 35.0, 0.65825)","(1643, 35.0, 0.97899)","(3014, 35.0, 0.85503)","(4368, 35.0, 0.63787)","(4436, 35.0, 1.14859)","(3184, 35.0, 1.17149)","(5291, 35.0, 1.10384)","(6717, 35.0, 1.37487)","(6889, 35.0, 0.4204)","(3938, 35.0, 0.38643)","(6889, 35.0, 0.42117)","(1643, 35.0, 0.97598)","(1643, 35.0, 0.97899)","(1643, 35.0, 0.97959)","(1643, 35.0, 0.97598)","(4417, 35.0, 0.65824)","(1643, 35.0, 0.97975)","(1643, 35.0, 0.97598)","(4417, 35.0, 0.65824)","(2653, 35.0, 0.69955)","(7302, 35.0, 0.95784)","(4417, 35.0, 0.65825)","(6822, 35.0, 0.62524)","(4563, 35.0, 0.35792)","(2055, 35.0, 0.96559)","(4368, 35.0, 0.63339)","(1643, 35.0, 0.97598)","(7302, 35.0, 0.95784)","(6984, 35.0, 0.49864)","(6984, 35.0, 0.4993)","(4417, 35.0, 0.65504)","(4417, 35.0, 0.65825)","(6508, 35.0, 0.48568)","(1643, 35.0, 0.97959)","(1643, 35.0, 0.97975)","(4417, 35.0, 0.65837)","(7174, 35.0, 0.98702)","(4417, 35.0, 0.65824)","(4534, 35.0, 0.49268)","(4534, 35.0, 0.48688)","(3873, 35.0, 0.75718)","(4223, 35.0, 0.3043)","(6984, 35.0, 0.49766)","(2653, 35.0, 0.69955)","(6889, 35.0, 0.42196)","(6889, 35.0, 0.42117)","(6717, 35.0, 1.37237)","(3250, 35.0, 0.67151)","(1798, 35.0, 0.42966)","(7046, 35.0, 0.88818)","(1643, 35.0, 0.97598)","(3873, 35.0, 0.75779)","(2055, 35.0, 0.96614)","(1574, 35.0, 0.34681)","(1643, 35.0, 0.97959)","(4707, 35.0, 0.31478)","(3403, 35.0, 0.71629)","(7286, 35.0, 0.36655)","(4417, 35.0, 0.65824)","(7295, 35.0, 0.84127)","(7174, 35.0, 0.98971)","(662, 35.0, 1.15168)","(7176, 35.0, 0.63885)","(6562, 35.0, 0.48226)","(6164, 35.0, 0.33793)","(7273, 35.0, 0.5219)","(6832, 35.0, 0.97316)","(2824, 35.0, 0.38138)","(6347, 35.0, 0.3533)","(182, 35.0, 0.24363)","(7154, 35.0, 0.51926)","(1892, 35.0, 0.36966)"
