0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71
"(2659, 48.0, 1.28784)","(1379, 48.0, 1.0386)","(1272, 48.0, 0.91474)","(463, 48.0, 0.53091)","(463, 48.0, 0.53538)","(7040, 48.0, 0.45723)","(1746, 48.0, 1.18123)","(3397, 48.0, 0.9788)","(6753, 48.0, 0.22471)","(1379, 48.0, 1.03888)","(6827, 48.0, 1.06844)","(3292, 48.0, 0.36524)","(2294, 48.0, 1.4793)","(3286, 48.0, 0.61658)","(7106, 48.0, 0.25961)","(3397, 48.0, 0.97368)","(2294, 48.0, 1.47863)","(3292, 48.0, 0.36585)","(3292, 48.0, 0.36214)","(1746, 48.0, 1.18184)","(3882, 48.0, 0.25517)","(3662, 48.0, 0.38431)","(463, 48.0, 0.53429)","(4475, 48.0, 0.37994)","(2416, 48.0, 0.37131)","(7268, 48.0, 0.33189)","(2565, 48.0, 1.08721)","(2065, 48.0, 0.79714)","(1379, 48.0, 1.03877)","(2065, 48.0, 0.79437)","(1379, 48.0, 1.03877)","(3147, 48.0, 1.05298)","(3147, 48.0, 1.05403)","(7016, 48.0, 0.92549)","(6406, 48.0, 0.80001)","(1746, 48.0, 1.18221)","(2065, 48.0, 0.79841)","(1379, 48.0, 1.03888)","(484, 48.0, 0.15549)","(7040, 48.0, 0.45546)","(7040, 48.0, 0.45723)","(7040, 48.0, 0.45618)","(463, 48.0, 0.53588)","(4488, 48.0, 0.28303)","(6827, 48.0, 1.06813)","(7016, 48.0, 0.92716)","(7016, 48.0, 0.92549)","(1379, 48.0, 1.03877)","(966, 48.0, 1.28194)","(2065, 48.0, 0.79714)","(4488, 48.0, 0.27902)","(853, 48.0, 0.37275)","(4974, 48.0, 0.41538)","(2065, 48.0, 0.79437)","(1746, 48.0, 1.18221)","(3991, 48.0, 0.23611)","(3991, 48.0, 0.23549)","(3991, 48.0, 0.23592)","(2505, 48.0, 0.32708)","(463, 48.0, 0.53588)","(1965, 48.0, 1.10153)","(1965, 48.0, 1.09908)","(1965, 48.0, 1.09711)","(2237, 48.0, 1.01909)","(1159, 48.0, 1.01719)","(6718, 48.0, 1.10749)","(573, 48.0, 0.992)","(1646, 48.0, 0.26639)","(6219, 48.0, 0.40017)","(3147, 48.0, 1.05403)","(6244, 48.0, 1.18118)","(4629, 48.0, 0.48491)"
"(2294, 47.0, 1.4793)","(6871, 47.0, 0.56886)","(1488, 47.0, 1.06331)","(1379, 47.0, 1.0386)","(1379, 47.0, 1.03888)","(896, 47.0, 0.83646)","(2294, 47.0, 1.47778)","(6871, 47.0, 0.57242)","(6827, 47.0, 1.06813)","(463, 47.0, 0.53538)","(463, 47.0, 0.53538)","(5217, 47.0, 0.42714)","(2065, 47.0, 0.79841)","(2065, 47.0, 0.79841)","(2294, 47.0, 1.47778)","(273, 47.0, 0.4452)","(3397, 47.0, 0.97791)","(3882, 47.0, 0.25343)","(3882, 47.0, 0.25697)","(3147, 47.0, 1.05342)","(6964, 47.0, 0.5672)","(3285, 47.0, 0.24469)","(3147, 47.0, 1.05298)","(6721, 47.0, 1.3072)","(7268, 47.0, 0.33138)","(1213, 47.0, 0.4286)","(463, 47.0, 0.53091)","(463, 47.0, 0.53429)","(3147, 47.0, 1.05403)","(7040, 47.0, 0.4607)","(2294, 47.0, 1.4793)","(463, 47.0, 0.53429)","(7297, 47.0, 0.36788)","(4488, 47.0, 0.28303)","(6981, 47.0, 0.98941)","(484, 47.0, 0.15916)","(3147, 47.0, 1.05403)","(6827, 47.0, 1.06844)","(463, 47.0, 0.53091)","(3397, 47.0, 0.9788)","(3397, 47.0, 0.97698)","(3397, 47.0, 0.97791)","(2065, 47.0, 0.79841)","(5217, 47.0, 0.42388)","(2294, 47.0, 1.47778)","(6721, 47.0, 1.3072)","(6721, 47.0, 1.3051)","(3147, 47.0, 1.05403)","(7016, 47.0, 0.92549)","(463, 47.0, 0.53429)","(3147, 47.0, 1.05342)","(1379, 47.0, 1.03958)","(2402, 47.0, 0.26185)","(463, 47.0, 0.53091)","(463, 47.0, 0.53588)","(2944, 47.0, 0.46161)","(2944, 47.0, 0.46008)","(2944, 47.0, 0.4571)","(2185, 47.0, 0.77819)","(2065, 47.0, 0.79841)","(2237, 47.0, 1.02001)","(2237, 47.0, 1.01849)","(2237, 47.0, 1.01549)","(5858, 47.0, 0.51841)","(158, 47.0, 0.48719)","(853, 47.0, 0.37565)","(6718, 47.0, 1.10972)","(6883, 47.0, 0.6577)","(6069, 47.0, 0.39141)","(463, 47.0, 0.53588)","(484, 47.0, 0.15838)","(4503, 47.0, 0.36226)"
"(463, 46.0, 0.53588)","(3397, 46.0, 0.97368)","(3292, 46.0, 0.36214)","(6871, 46.0, 0.56886)","(6871, 46.0, 0.57183)","(484, 46.0, 0.1583)","(6244, 46.0, 1.1804)","(3147, 46.0, 1.05403)","(3397, 46.0, 0.97698)","(6753, 46.0, 0.22429)","(2659, 46.0, 1.28716)","(2659, 46.0, 1.28716)","(463, 46.0, 0.53588)","(1746, 46.0, 1.18221)","(3397, 46.0, 0.97698)","(3286, 46.0, 0.61331)","(3286, 46.0, 0.61608)","(3147, 46.0, 1.05403)","(3147, 46.0, 1.04967)","(2565, 46.0, 1.08964)","(6721, 46.0, 1.3072)","(6712, 46.0, 0.47853)","(3397, 46.0, 0.97698)","(463, 46.0, 0.53429)","(1213, 46.0, 0.42717)","(2540, 46.0, 0.34722)","(3397, 46.0, 0.97368)","(3397, 46.0, 0.97698)","(6871, 46.0, 0.57242)","(3397, 46.0, 0.97368)","(463, 46.0, 0.53588)","(831, 46.0, 0.34726)","(5858, 46.0, 0.51872)","(3147, 46.0, 1.04967)","(6964, 46.0, 0.56668)","(6871, 46.0, 0.57242)","(6753, 46.0, 0.22466)","(831, 46.0, 0.34727)","(2065, 46.0, 0.79437)","(2065, 46.0, 0.79841)","(2065, 46.0, 0.79714)","(2065, 46.0, 0.79757)","(3397, 46.0, 0.9788)","(3292, 46.0, 0.36214)","(2659, 46.0, 1.28632)","(3397, 46.0, 0.97698)","(3397, 46.0, 0.97368)","(3397, 46.0, 0.9788)","(853, 46.0, 0.37565)","(3397, 46.0, 0.97698)","(7281, 46.0, 0.45129)","(4488, 46.0, 0.27992)","(1964, 46.0, 0.30222)","(2659, 46.0, 1.28361)","(2065, 46.0, 0.79841)","(6439, 46.0, 0.28587)","(6439, 46.0, 0.28394)","(6439, 46.0, 0.28065)","(334, 46.0, 0.42858)","(1746, 46.0, 1.18221)","(5858, 46.0, 0.51872)","(5858, 46.0, 0.51688)","(413, 46.0, 0.99349)","(413, 46.0, 0.99529)","(1379, 46.0, 1.03958)","(6981, 46.0, 0.98699)","(853, 46.0, 0.37163)","(3726, 46.0, 0.42022)","(3540, 46.0, 0.44329)","(3397, 46.0, 0.9788)","(6753, 46.0, 0.22429)","(4930, 46.0, 0.39971)"
"(6827, 45.0, 1.06886)","(4488, 45.0, 0.28303)","(6934, 45.0, 1.08852)","(3397, 45.0, 0.97368)","(3397, 45.0, 0.97791)","(1379, 45.0, 1.03958)","(7040, 45.0, 0.45723)","(484, 45.0, 0.15916)","(6871, 45.0, 0.57161)","(6827, 45.0, 1.06844)","(3397, 45.0, 0.97791)","(3319, 45.0, 0.84554)","(7040, 45.0, 0.45546)","(853, 45.0, 0.37065)","(273, 45.0, 0.44282)","(2065, 45.0, 0.79437)","(2065, 45.0, 0.79757)","(2294, 45.0, 1.4793)","(2294, 45.0, 1.47558)","(1379, 45.0, 1.03888)","(2065, 45.0, 0.79714)","(5032, 45.0, 0.35695)","(1746, 45.0, 1.18123)","(5858, 45.0, 0.51688)","(2540, 45.0, 0.34691)","(6344, 45.0, 0.4025)","(2294, 45.0, 1.47558)","(2294, 45.0, 1.47778)","(1746, 45.0, 1.18221)","(4488, 45.0, 0.28303)","(7040, 45.0, 0.45546)","(3397, 45.0, 0.97698)","(463, 45.0, 0.53588)","(7040, 45.0, 0.4607)","(7210, 45.0, 0.42559)","(3397, 45.0, 0.9788)","(6871, 45.0, 0.57242)","(463, 45.0, 0.53538)","(7040, 45.0, 0.4607)","(4488, 45.0, 0.27815)","(4488, 45.0, 0.27992)","(4488, 45.0, 0.27902)","(1746, 45.0, 1.18221)","(2659, 45.0, 1.28361)","(463, 45.0, 0.53429)","(853, 45.0, 0.37275)","(853, 45.0, 0.37565)","(4488, 45.0, 0.27815)","(7208, 45.0, 0.2459)","(1746, 45.0, 1.18123)","(3397, 45.0, 0.97791)","(6753, 45.0, 0.22471)","(1897, 45.0, 0.39592)","(484, 45.0, 0.15549)","(3147, 45.0, 1.05403)","(589, 45.0, 0.62911)","(589, 45.0, 0.6292)","(589, 45.0, 0.62874)","(6527, 45.0, 0.42248)","(7040, 45.0, 0.45546)","(413, 45.0, 0.99592)","(413, 45.0, 0.99407)","(1516, 45.0, 1.0369)","(1516, 45.0, 1.04052)","(3030, 45.0, 0.95951)","(1516, 45.0, 1.0369)","(6981, 45.0, 0.98941)","(2014, 45.0, 0.26128)","(2744, 45.0, 0.35621)","(2294, 45.0, 1.4793)","(2223, 45.0, 1.10276)","(6102, 45.0, 0.35409)"
"(4488, 44.0, 0.27815)","(2294, 44.0, 1.47558)","(158, 44.0, 0.48536)","(4488, 44.0, 0.28303)","(4488, 44.0, 0.27902)","(2294, 44.0, 1.47778)","(6246, 44.0, 0.41124)","(6479, 44.0, 0.62643)","(3147, 44.0, 1.05298)","(3397, 44.0, 0.97791)","(4488, 44.0, 0.27902)","(4488, 44.0, 0.27902)","(484, 44.0, 0.15916)","(5217, 44.0, 0.4279)","(3286, 44.0, 0.61618)","(1746, 44.0, 1.17947)","(1746, 44.0, 1.18184)","(853, 44.0, 0.37065)","(853, 44.0, 0.37565)","(3319, 44.0, 0.84554)","(1746, 44.0, 1.18123)","(523, 44.0, 0.42679)","(4488, 44.0, 0.27992)","(3147, 44.0, 1.05298)","(6344, 44.0, 0.40366)","(1818, 44.0, 0.48032)","(4488, 44.0, 0.28303)","(7040, 44.0, 0.45723)","(4488, 44.0, 0.27815)","(1746, 44.0, 1.17947)","(6871, 44.0, 0.57242)","(1379, 44.0, 1.03958)","(5217, 44.0, 0.4279)","(1746, 44.0, 1.17947)","(6497, 44.0, 0.24744)","(6753, 44.0, 0.22466)","(1331, 44.0, 0.37668)","(2294, 44.0, 1.47863)","(1746, 44.0, 1.17947)","(2294, 44.0, 1.4793)","(2294, 44.0, 1.47778)","(2294, 44.0, 1.47863)","(7040, 44.0, 0.45546)","(6964, 44.0, 0.56543)","(484, 44.0, 0.1583)","(3292, 44.0, 0.36404)","(3292, 44.0, 0.36214)","(6871, 44.0, 0.57242)","(7107, 44.0, 0.31335)","(6871, 44.0, 0.57161)","(463, 44.0, 0.53538)","(1746, 44.0, 1.18123)","(4211, 44.0, 0.50068)","(6753, 44.0, 0.22282)","(3397, 44.0, 0.9788)","(1958, 44.0, 0.44338)","(1958, 44.0, 0.44523)","(1958, 44.0, 0.44732)","(614, 44.0, 0.46263)","(3397, 44.0, 0.9788)","(1516, 44.0, 1.04107)","(1516, 44.0, 1.04005)","(6406, 44.0, 0.79822)","(6406, 44.0, 0.80001)","(1331, 44.0, 0.37553)","(765, 44.0, 0.77337)","(1516, 44.0, 1.04052)","(3777, 44.0, 0.56922)","(6275, 44.0, 0.75475)","(4488, 44.0, 0.27815)","(5937, 44.0, 0.27216)","(4790, 44.0, 0.4401)"
"(6753, 43.0, 0.22466)","(7040, 43.0, 0.4607)","(7040, 43.0, 0.4607)","(1746, 43.0, 1.17947)","(1746, 43.0, 1.18184)","(2565, 43.0, 1.08965)","(5217, 43.0, 0.42693)","(3882, 43.0, 0.25343)","(484, 43.0, 0.1583)","(6871, 43.0, 0.57183)","(484, 43.0, 0.15838)","(831, 43.0, 0.34727)","(273, 43.0, 0.4409)","(7208, 43.0, 0.2458)","(2065, 43.0, 0.79714)","(853, 43.0, 0.37565)","(5217, 43.0, 0.42714)","(2936, 43.0, 0.54145)","(2936, 43.0, 0.54232)","(273, 43.0, 0.44132)","(1488, 43.0, 1.06648)","(300, 43.0, 0.35093)","(7040, 43.0, 0.45723)","(6964, 43.0, 0.5672)","(1818, 43.0, 0.48138)","(1127, 43.0, 0.40768)","(6753, 43.0, 0.22282)","(2659, 43.0, 1.28632)","(3397, 43.0, 0.9788)","(3147, 43.0, 1.04967)","(3583, 43.0, 0.36695)","(2659, 43.0, 1.28632)","(4475, 43.0, 0.37909)","(2659, 43.0, 1.28361)","(3583, 43.0, 0.36783)","(273, 43.0, 0.4409)","(1379, 43.0, 1.03877)","(6871, 43.0, 0.57183)","(1379, 43.0, 1.0386)","(3147, 43.0, 1.05403)","(3147, 43.0, 1.05298)","(3147, 43.0, 1.05342)","(2294, 43.0, 1.4793)","(2294, 43.0, 1.47558)","(3397, 43.0, 0.97698)","(896, 43.0, 0.83646)","(896, 43.0, 0.83316)","(2659, 43.0, 1.28784)","(1516, 43.0, 1.0369)","(484, 43.0, 0.1583)","(4475, 43.0, 0.37889)","(3397, 43.0, 0.97698)","(5233, 43.0, 0.54132)","(3397, 43.0, 0.97368)","(2294, 43.0, 1.4793)","(6524, 43.0, 0.40139)","(6524, 43.0, 0.40232)","(6524, 43.0, 0.4057)","(5817, 43.0, 0.45354)","(484, 43.0, 0.15916)","(6406, 43.0, 0.80025)","(6406, 43.0, 0.79891)","(634, 43.0, 0.44729)","(634, 43.0, 0.45146)","(3583, 43.0, 0.36929)","(4292, 43.0, 0.47419)","(765, 43.0, 0.77312)","(6755, 43.0, 0.36814)","(1847, 43.0, 0.2739)","(7040, 43.0, 0.45546)","(5915, 43.0, 0.74493)","(1857, 43.0, 0.94807)"
"(7040, 42.0, 0.45546)","(6244, 42.0, 1.17892)","(3882, 42.0, 0.25697)","(6753, 42.0, 0.22282)","(6753, 42.0, 0.22429)","(6244, 42.0, 1.1804)","(831, 42.0, 0.34726)","(1488, 42.0, 1.06762)","(6479, 42.0, 0.62406)","(3147, 42.0, 1.05342)","(6753, 42.0, 0.22429)","(484, 42.0, 0.15838)","(3397, 42.0, 0.9788)","(4475, 42.0, 0.37909)","(1746, 42.0, 1.18123)","(5217, 42.0, 0.42388)","(7208, 42.0, 0.24547)","(7016, 42.0, 0.92865)","(7016, 42.0, 0.92549)","(6871, 42.0, 0.57183)","(3397, 42.0, 0.97698)","(6219, 42.0, 0.40019)","(6753, 42.0, 0.22471)","(484, 42.0, 0.1583)","(1127, 42.0, 0.40642)","(5087, 42.0, 0.59959)","(484, 42.0, 0.15549)","(484, 42.0, 0.1583)","(7040, 42.0, 0.45546)","(2294, 42.0, 1.47558)","(3397, 42.0, 0.9788)","(7281, 42.0, 0.45075)","(7299, 42.0, 0.95182)","(6753, 42.0, 0.22282)","(998, 42.0, 0.39248)","(6244, 42.0, 1.18204)","(7040, 42.0, 0.45546)","(4475, 42.0, 0.37889)","(6244, 42.0, 1.17892)","(1746, 42.0, 1.18221)","(1746, 42.0, 1.18123)","(1746, 42.0, 1.18184)","(484, 42.0, 0.15916)","(484, 42.0, 0.15549)","(7040, 42.0, 0.45723)","(6753, 42.0, 0.22471)","(6753, 42.0, 0.22282)","(1746, 42.0, 1.18221)","(1776, 42.0, 0.32568)","(2659, 42.0, 1.28632)","(3882, 42.0, 0.25379)","(2294, 42.0, 1.47778)","(5399, 42.0, 0.32824)","(1746, 42.0, 1.17947)","(4488, 42.0, 0.27815)","(7208, 42.0, 0.2458)","(7208, 42.0, 0.24517)","(7208, 42.0, 0.2459)","(579, 42.0, 0.91967)","(6753, 42.0, 0.22466)","(634, 42.0, 0.45178)","(634, 42.0, 0.44987)","(7277, 42.0, 0.30117)","(7277, 42.0, 0.30426)","(3882, 42.0, 0.25517)","(6743, 42.0, 0.18721)","(4292, 42.0, 0.47774)","(6721, 42.0, 1.3072)","(5750, 42.0, 0.94921)","(2659, 42.0, 1.28784)","(6425, 42.0, 1.03088)","(6305, 42.0, 0.31528)"
"(484, 41.0, 0.15916)","(2659, 41.0, 1.28361)","(7081, 41.0, 0.34447)","(2659, 41.0, 1.28361)","(2659, 41.0, 1.28716)","(3397, 41.0, 0.97698)","(5858, 41.0, 0.51688)","(853, 41.0, 0.37065)","(3882, 41.0, 0.25517)","(484, 41.0, 0.15838)","(6871, 41.0, 0.57183)","(3147, 41.0, 1.05342)","(6753, 41.0, 0.22466)","(6753, 41.0, 0.22466)","(853, 41.0, 0.37275)","(7208, 41.0, 0.2459)","(4475, 41.0, 0.37889)","(5858, 41.0, 0.51872)","(5858, 41.0, 0.51417)","(6244, 41.0, 1.18118)","(7281, 41.0, 0.45075)","(4995, 41.0, 0.4854)","(484, 41.0, 0.1583)","(3292, 41.0, 0.36404)","(5087, 41.0, 0.59862)","(6176, 41.0, 1.0345)","(2659, 41.0, 1.28361)","(4488, 41.0, 0.27992)","(2294, 41.0, 1.4793)","(6871, 41.0, 0.56886)","(1746, 41.0, 1.18221)","(5858, 41.0, 0.51688)","(3030, 41.0, 0.95932)","(2294, 41.0, 1.47558)","(2065, 41.0, 0.79757)","(2565, 41.0, 1.08993)","(2294, 41.0, 1.4793)","(6964, 41.0, 0.56668)","(6246, 41.0, 0.40841)","(484, 41.0, 0.15916)","(484, 41.0, 0.1583)","(484, 41.0, 0.15838)","(6871, 41.0, 0.57242)","(6753, 41.0, 0.22282)","(6753, 41.0, 0.22471)","(6479, 41.0, 0.62406)","(6479, 41.0, 0.6209)","(7040, 41.0, 0.45546)","(1379, 41.0, 1.0386)","(4488, 41.0, 0.27992)","(1379, 41.0, 1.03888)","(7040, 41.0, 0.45723)","(4505, 41.0, 0.44227)","(4488, 41.0, 0.28303)","(6753, 41.0, 0.22466)","(7040, 41.0, 0.45546)","(7040, 41.0, 0.45723)","(7040, 41.0, 0.4607)","(1830, 41.0, 0.37928)","(6871, 41.0, 0.57242)","(7277, 41.0, 0.30514)","(7277, 41.0, 0.30357)","(3397, 41.0, 0.97368)","(3397, 41.0, 0.97791)","(2294, 41.0, 1.47778)","(463, 41.0, 0.53091)","(6743, 41.0, 0.18857)","(2733, 41.0, 0.30295)","(2411, 41.0, 0.52867)","(6871, 41.0, 0.57242)","(2294, 41.0, 1.47863)","(4523, 41.0, 0.51967)"
"(3397, 40.0, 0.9788)","(1746, 40.0, 1.17947)","(7281, 40.0, 0.44737)","(484, 40.0, 0.15549)","(484, 40.0, 0.15838)","(5858, 40.0, 0.51688)","(7281, 40.0, 0.45075)","(1331, 40.0, 0.37668)","(1488, 40.0, 1.06648)","(6479, 40.0, 0.62571)","(1746, 40.0, 1.18184)","(2294, 40.0, 1.47863)","(6871, 40.0, 0.57242)","(1379, 40.0, 1.03877)","(5217, 40.0, 0.42693)","(4475, 40.0, 0.3798)","(6753, 40.0, 0.22429)","(4488, 40.0, 0.27815)","(4488, 40.0, 0.28303)","(2065, 40.0, 0.79757)","(6871, 40.0, 0.57161)","(2472, 40.0, 0.6419)","(6871, 40.0, 0.57161)","(831, 40.0, 0.34726)","(6176, 40.0, 1.03453)","(831, 40.0, 0.34727)","(7040, 40.0, 0.4607)","(6871, 40.0, 0.57161)","(2659, 40.0, 1.28784)","(484, 40.0, 0.15549)","(3882, 40.0, 0.25343)","(4488, 40.0, 0.27992)","(1331, 40.0, 0.37668)","(484, 40.0, 0.15549)","(7106, 40.0, 0.25954)","(2065, 40.0, 0.79841)","(6244, 40.0, 1.18204)","(4488, 40.0, 0.27902)","(6479, 40.0, 0.6209)","(6753, 40.0, 0.22466)","(6753, 40.0, 0.22471)","(6753, 40.0, 0.22429)","(4488, 40.0, 0.27815)","(2565, 40.0, 1.08721)","(4475, 40.0, 0.37994)","(7281, 40.0, 0.45075)","(7281, 40.0, 0.44737)","(484, 40.0, 0.15916)","(7276, 40.0, 1.09365)","(2294, 40.0, 1.47778)","(1488, 40.0, 1.06702)","(2659, 40.0, 1.28632)","(1447, 40.0, 0.62717)","(7040, 40.0, 0.4607)","(484, 40.0, 0.15916)","(1516, 40.0, 1.04107)","(1516, 40.0, 1.04005)","(1516, 40.0, 1.0369)","(4345, 40.0, 0.69611)","(2294, 40.0, 1.4793)","(3397, 40.0, 0.9788)","(3397, 40.0, 0.97698)","(6945, 40.0, 0.34565)","(6945, 40.0, 0.34218)","(273, 40.0, 0.44282)","(6945, 40.0, 0.34565)","(463, 40.0, 0.53538)","(6039, 40.0, 0.49572)","(1476, 40.0, 0.54272)","(1746, 40.0, 1.18221)","(7299, 40.0, 0.95101)","(557, 40.0, 0.7039)"
"(6964, 39.0, 0.56733)","(7182, 39.0, 0.18465)","(3506, 39.0, 0.81763)","(2294, 39.0, 1.47558)","(2294, 39.0, 1.47863)","(1746, 39.0, 1.18123)","(3882, 39.0, 0.25517)","(7281, 39.0, 0.45141)","(853, 39.0, 0.37275)","(3882, 39.0, 0.25379)","(2294, 39.0, 1.47863)","(6871, 39.0, 0.57183)","(6964, 39.0, 0.56733)","(6941, 39.0, 0.78842)","(7208, 39.0, 0.24517)","(6753, 39.0, 0.22282)","(6176, 39.0, 1.0345)","(6941, 39.0, 0.78842)","(6941, 39.0, 0.78848)","(3397, 39.0, 0.97791)","(4475, 39.0, 0.37994)","(2802, 39.0, 0.26987)","(2659, 39.0, 1.28632)","(6827, 39.0, 1.06813)","(831, 39.0, 0.34726)","(5236, 39.0, 0.31415)","(1746, 39.0, 1.17947)","(1746, 39.0, 1.18123)","(484, 39.0, 0.15916)","(6753, 39.0, 0.22282)","(4488, 39.0, 0.27815)","(2294, 39.0, 1.47778)","(4584, 39.0, 0.59822)","(6871, 39.0, 0.56886)","(573, 39.0, 0.992)","(7281, 39.0, 0.45141)","(484, 39.0, 0.15916)","(3397, 39.0, 0.97791)","(1272, 39.0, 0.91474)","(7182, 39.0, 0.18015)","(7182, 39.0, 0.18207)","(7182, 39.0, 0.18113)","(6753, 39.0, 0.22466)","(1379, 39.0, 1.0386)","(6964, 39.0, 0.5672)","(2223, 39.0, 1.10233)","(2223, 39.0, 1.09913)","(6753, 39.0, 0.22466)","(6508, 39.0, 0.48455)","(7040, 39.0, 0.45723)","(3030, 39.0, 0.9591)","(6871, 39.0, 0.57161)","(6680, 39.0, 0.3578)","(6871, 39.0, 0.56886)","(3882, 39.0, 0.25343)","(6743, 39.0, 0.18913)","(6743, 39.0, 0.1894)","(6743, 39.0, 0.18721)","(3278, 39.0, 1.08577)","(4488, 39.0, 0.27815)","(6945, 39.0, 0.34148)","(6945, 39.0, 0.3439)","(6657, 39.0, 0.32492)","(6657, 39.0, 0.32661)","(1488, 39.0, 1.06648)","(5915, 39.0, 0.7419)","(6945, 39.0, 0.34218)","(3286, 39.0, 0.61618)","(6244, 39.0, 1.18204)","(484, 39.0, 0.15916)","(6176, 39.0, 1.0345)","(6145, 39.0, 0.27407)"
"(3583, 38.0, 0.36695)","(5858, 38.0, 0.51417)","(7188, 38.0, 0.66565)","(6244, 38.0, 1.17892)","(6244, 38.0, 1.18118)","(3319, 38.0, 0.84506)","(7182, 38.0, 0.18207)","(3030, 38.0, 0.95932)","(1331, 38.0, 0.37553)","(1488, 38.0, 1.06702)","(7040, 38.0, 0.45618)","(7184, 38.0, 0.281)","(3319, 38.0, 0.84596)","(6935, 38.0, 0.33687)","(4475, 38.0, 0.37994)","(6176, 38.0, 1.03184)","(1379, 38.0, 1.03888)","(3397, 38.0, 0.9788)","(3397, 38.0, 0.97368)","(6753, 38.0, 0.22429)","(1331, 38.0, 0.37553)","(5508, 38.0, 0.27667)","(2294, 38.0, 1.47778)","(7182, 38.0, 0.18207)","(5236, 38.0, 0.31354)","(5512, 38.0, 0.26178)","(6871, 38.0, 0.56886)","(6753, 38.0, 0.22471)","(6753, 38.0, 0.22466)","(6244, 38.0, 1.17892)","(2659, 38.0, 1.28784)","(6244, 38.0, 1.1804)","(6935, 38.0, 0.33687)","(7182, 38.0, 0.18465)","(463, 38.0, 0.53538)","(2294, 38.0, 1.4793)","(4488, 38.0, 0.27815)","(6753, 38.0, 0.22429)","(5858, 38.0, 0.51417)","(273, 38.0, 0.4409)","(273, 38.0, 0.44282)","(273, 38.0, 0.44132)","(2659, 38.0, 1.28784)","(4475, 38.0, 0.3798)","(5858, 38.0, 0.51688)","(3882, 38.0, 0.25517)","(3882, 38.0, 0.25697)","(2294, 38.0, 1.4793)","(330, 38.0, 0.31357)","(6753, 38.0, 0.22471)","(6827, 38.0, 1.06844)","(484, 38.0, 0.1583)","(3881, 38.0, 0.45578)","(2294, 38.0, 1.47558)","(6871, 38.0, 0.57242)","(1907, 38.0, 1.26579)","(1907, 38.0, 1.26488)","(1907, 38.0, 1.26408)","(2434, 38.0, 0.40131)","(2659, 38.0, 1.28784)","(6657, 38.0, 0.32768)","(6657, 38.0, 0.32624)","(463, 38.0, 0.53091)","(463, 38.0, 0.53538)","(6244, 38.0, 1.1804)","(5161, 38.0, 0.56653)","(5915, 38.0, 0.74493)","(5324, 38.0, 0.31831)","(1812, 38.0, 0.39599)","(6753, 38.0, 0.22466)","(6871, 38.0, 0.57183)","(3785, 38.0, 0.32436)"
"(7182, 37.0, 0.18015)","(831, 37.0, 0.3457)","(3147, 37.0, 1.04967)","(7040, 37.0, 0.4607)","(7040, 37.0, 0.45618)","(6479, 37.0, 0.62406)","(7208, 37.0, 0.24517)","(831, 37.0, 0.34728)","(7281, 37.0, 0.45075)","(853, 37.0, 0.37163)","(3882, 37.0, 0.25379)","(4475, 37.0, 0.37889)","(2659, 37.0, 1.28784)","(7262, 37.0, 0.85031)","(6753, 37.0, 0.22471)","(6941, 37.0, 0.78848)","(6941, 37.0, 0.78837)","(158, 37.0, 0.48747)","(158, 37.0, 0.48536)","(7281, 37.0, 0.45129)","(6753, 37.0, 0.22471)","(3483, 37.0, 0.30068)","(6244, 37.0, 1.1804)","(6479, 37.0, 0.62406)","(5512, 37.0, 0.26206)","(4334, 37.0, 0.98681)","(7281, 37.0, 0.44737)","(7182, 37.0, 0.18207)","(6244, 37.0, 1.18204)","(5858, 37.0, 0.51417)","(831, 37.0, 0.34728)","(3319, 37.0, 0.84506)","(6871, 37.0, 0.57242)","(1488, 37.0, 1.06331)","(4663, 37.0, 0.3371)","(6964, 37.0, 0.56733)","(4475, 37.0, 0.37909)","(7281, 37.0, 0.45129)","(2565, 37.0, 1.08721)","(5858, 37.0, 0.51872)","(5858, 37.0, 0.51688)","(5858, 37.0, 0.51841)","(3882, 37.0, 0.25343)","(831, 37.0, 0.3457)","(4488, 37.0, 0.27992)","(3578, 37.0, 0.77556)","(3578, 37.0, 0.77505)","(6244, 37.0, 1.18204)","(7282, 37.0, 1.05673)","(7281, 37.0, 0.45075)","(484, 37.0, 0.15838)","(6244, 37.0, 1.1804)","(2721, 37.0, 0.42424)","(1488, 37.0, 1.06331)","(3583, 37.0, 0.36695)","(3559, 37.0, 1.05268)","(3559, 37.0, 1.05197)","(3559, 37.0, 1.04893)","(4928, 37.0, 0.57486)","(6244, 37.0, 1.18204)","(463, 37.0, 0.53588)","(463, 37.0, 0.53429)","(1438, 37.0, 0.9965)","(1438, 37.0, 0.99696)","(2065, 37.0, 0.79714)","(5400, 37.0, 0.33593)","(5161, 37.0, 0.56297)","(3027, 37.0, 1.2333)","(1886, 37.0, 1.04465)","(5858, 37.0, 0.51872)","(1379, 37.0, 1.03888)","(4950, 37.0, 0.36769)"
