0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69
"(3035, 29.0, 0.39223)","(6176, 29.0, 1.03456)","(3013, 29.0, 1.07148)","(3013, 29.0, 1.07134)","(3013, 29.0, 1.07047)","(6573, 29.0, 0.23706)","(6573, 29.0, 0.23886)","(6573, 29.0, 0.2429)","(6462, 29.0, 0.47428)","(372, 29.0, 1.10809)","(7184, 29.0, 0.28252)","(2925, 29.0, 1.33256)","(3013, 29.0, 1.06759)","(5789, 29.0, 0.35832)","(7182, 29.0, 0.1803)","(6724, 29.0, 1.28291)","(6681, 29.0, 0.92784)","(7287, 29.0, 0.30051)","(3216, 29.0, 0.49462)","(6724, 29.0, 1.28291)","(6724, 29.0, 1.28429)","(7304, 29.0, 0.37539)","(1252, 29.0, 0.96754)","(6535, 29.0, 0.42896)","(6788, 29.0, 0.37669)","(2029, 29.0, 0.67704)","(6724, 29.0, 1.28505)","(2956, 29.0, 1.15963)","(7098, 29.0, 0.42498)","(2956, 29.0, 1.1593)","(7182, 29.0, 0.18509)","(5145, 29.0, 0.47567)","(3662, 29.0, 0.38566)","(2223, 29.0, 1.10303)","(3319, 29.0, 0.84576)","(6176, 29.0, 1.03109)","(6731, 29.0, 0.44071)","(6731, 29.0, 0.44066)","(5789, 29.0, 0.35697)","(372, 29.0, 1.10809)","(3035, 29.0, 0.39265)","(3319, 29.0, 0.84483)","(2950, 29.0, 0.92515)","(3319, 29.0, 0.84483)","(5789, 29.0, 0.35697)","(7169, 29.0, 0.31591)","(6731, 29.0, 0.44066)","(1248, 29.0, 0.21933)","(6731, 29.0, 0.43979)","(4563, 29.0, 0.35756)","(1855, 29.0, 0.63321)","(6433, 29.0, 0.72771)","(5253, 29.0, 0.30529)","(1097, 29.0, 0.3245)","(1097, 29.0, 0.32123)","(4421, 29.0, 0.37808)","(3232, 29.0, 0.75859)","(7299, 29.0, 0.95024)","(3232, 29.0, 0.75842)","(2956, 29.0, 1.15481)","(1059, 29.0, 0.79963)","(372, 29.0, 1.10932)","(2900, 29.0, 0.70483)","(7304, 29.0, 0.37711)","(6301, 29.0, 0.29759)","(5521, 29.0, 0.39849)","(6366, 29.0, 0.15493)","(6568, 29.0, 0.31619)","(3232, 29.0, 0.75842)","(1949, 29.0, 0.27828)"
"(6932, 28.0, 0.67151)","(6724, 28.0, 1.28505)","(6176, 28.0, 1.03456)","(6176, 28.0, 1.0347)","(7304, 28.0, 0.37699)","(7182, 28.0, 0.1803)","(7182, 28.0, 0.18241)","(7182, 28.0, 0.18509)","(3013, 28.0, 1.07148)","(2925, 28.0, 1.33189)","(6462, 28.0, 0.4732)","(7304, 28.0, 0.37703)","(765, 28.0, 0.77326)","(3013, 28.0, 1.07148)","(883, 28.0, 0.54151)","(613, 28.0, 1.00996)","(853, 28.0, 0.37615)","(1924, 28.0, 0.25926)","(2925, 28.0, 1.33256)","(3232, 28.0, 0.75934)","(3232, 28.0, 0.75906)","(765, 28.0, 0.77326)","(1507, 28.0, 0.50376)","(6788, 28.0, 0.37977)","(1933, 28.0, 0.86753)","(3232, 28.0, 0.75934)","(7304, 28.0, 0.37711)","(3013, 28.0, 1.07148)","(3559, 28.0, 1.0516)","(6462, 28.0, 0.4743)","(2925, 28.0, 1.33155)","(5789, 28.0, 0.35832)","(1587, 28.0, 0.71534)","(3662, 28.0, 0.38417)","(2956, 28.0, 1.15963)","(1924, 28.0, 0.26115)","(765, 28.0, 0.77351)","(765, 28.0, 0.7734)","(1307, 28.0, 1.01376)","(6731, 28.0, 0.43979)","(3013, 28.0, 1.07047)","(5789, 28.0, 0.35765)","(1924, 28.0, 0.26115)","(5789, 28.0, 0.35765)","(6731, 28.0, 0.43487)","(6731, 28.0, 0.44071)","(765, 28.0, 0.7734)","(660, 28.0, 0.35513)","(6462, 28.0, 0.47393)","(3140, 28.0, 1.3619)","(1059, 28.0, 0.79963)","(3734, 28.0, 0.59842)","(6462, 28.0, 0.4743)","(1520, 28.0, 0.39666)","(1520, 28.0, 0.39467)","(199, 28.0, 0.40638)","(2223, 28.0, 1.10332)","(3232, 28.0, 0.75934)","(2223, 28.0, 1.09835)","(2950, 28.0, 0.92515)","(5145, 28.0, 0.47605)","(6832, 28.0, 0.97407)","(6806, 28.0, 0.65465)","(6176, 28.0, 1.03456)","(1337, 28.0, 0.91328)","(299, 28.0, 0.72662)","(196, 28.0, 0.37703)","(7187, 28.0, 0.29735)","(2261, 28.0, 1.3988)","(4, 28.0, 0.48543)"
"(6573, 27.0, 0.23706)","(372, 27.0, 1.10961)","(7304, 27.0, 0.37711)","(7304, 27.0, 0.37703)","(6724, 27.0, 1.28291)","(2950, 27.0, 0.92948)","(2950, 27.0, 0.92824)","(2950, 27.0, 0.92515)","(6932, 27.0, 0.67151)","(7304, 27.0, 0.37699)","(3013, 27.0, 1.06759)","(7184, 27.0, 0.28107)","(6731, 27.0, 0.43487)","(2956, 27.0, 1.15963)","(2035, 27.0, 0.47197)","(6681, 27.0, 0.93034)","(7287, 27.0, 0.30033)","(2223, 27.0, 1.10303)","(7287, 27.0, 0.30051)","(853, 27.0, 0.37262)","(853, 27.0, 0.37155)","(6176, 27.0, 1.03109)","(3594, 27.0, 0.32937)","(1933, 27.0, 0.86694)","(5440, 27.0, 0.48184)","(6162, 27.0, 0.98889)","(765, 27.0, 0.77351)","(6724, 27.0, 1.28505)","(6465, 27.0, 1.23564)","(6573, 27.0, 0.23739)","(1307, 27.0, 1.01376)","(2223, 27.0, 1.10332)","(4803, 27.0, 0.38416)","(1587, 27.0, 0.71974)","(3013, 27.0, 1.07148)","(6573, 27.0, 0.2429)","(7304, 27.0, 0.37711)","(7304, 27.0, 0.37703)","(7184, 27.0, 0.28252)","(2956, 27.0, 1.15806)","(6176, 27.0, 1.03415)","(3035, 27.0, 0.39265)","(6462, 27.0, 0.4732)","(6731, 27.0, 0.43979)","(765, 27.0, 0.77326)","(372, 27.0, 1.10961)","(6724, 27.0, 1.28429)","(5953, 27.0, 0.4037)","(2950, 27.0, 0.92824)","(513, 27.0, 0.25152)","(6162, 27.0, 0.98922)","(6040, 27.0, 0.23794)","(6573, 27.0, 0.23739)","(3014, 27.0, 0.85421)","(3014, 27.0, 0.85096)","(1097, 27.0, 0.32489)","(6932, 27.0, 0.67151)","(2223, 27.0, 1.10199)","(6731, 27.0, 0.43487)","(5789, 27.0, 0.35697)","(883, 27.0, 0.54125)","(6434, 27.0, 0.51211)","(244, 27.0, 1.20549)","(3013, 27.0, 1.07148)","(167, 27.0, 1.13072)","(5982, 27.0, 0.34644)","(789, 27.0, 0.45809)","(6853, 27.0, 0.49017)","(2958, 27.0, 0.28568)","(3203, 27.0, 0.91391)"
"(765, 26.0, 0.77351)","(765, 26.0, 0.77351)","(372, 26.0, 1.10961)","(372, 26.0, 1.10932)","(2950, 26.0, 0.92824)","(5789, 26.0, 0.35832)","(5789, 26.0, 0.35765)","(5789, 26.0, 0.35697)","(7182, 26.0, 0.1803)","(7184, 26.0, 0.28115)","(6932, 26.0, 0.66653)","(6462, 26.0, 0.4743)","(3319, 26.0, 0.8409)","(6724, 26.0, 1.28505)","(6724, 26.0, 1.28505)","(853, 26.0, 0.37262)","(1924, 26.0, 0.26115)","(3669, 26.0, 0.47685)","(863, 26.0, 0.39448)","(2956, 26.0, 1.15806)","(2956, 26.0, 1.1593)","(3013, 26.0, 1.06759)","(963, 26.0, 0.24162)","(5440, 26.0, 0.4878)","(4261, 26.0, 0.27942)","(863, 26.0, 0.39428)","(6176, 26.0, 1.03456)","(372, 26.0, 1.10961)","(513, 26.0, 0.24997)","(3727, 26.0, 1.08176)","(3319, 26.0, 0.8409)","(3662, 26.0, 0.3836)","(1252, 26.0, 0.96754)","(4803, 26.0, 0.38925)","(7276, 26.0, 1.09694)","(3035, 26.0, 0.38998)","(3013, 26.0, 1.07148)","(3013, 26.0, 1.07134)","(2950, 26.0, 0.92515)","(7304, 26.0, 0.37699)","(3319, 26.0, 0.84483)","(2956, 26.0, 1.15806)","(2956, 26.0, 1.15481)","(765, 26.0, 0.77328)","(2950, 26.0, 0.92515)","(7052, 26.0, 0.38212)","(7304, 26.0, 0.37703)","(241, 26.0, 0.30518)","(3013, 26.0, 1.07047)","(1382, 26.0, 0.32357)","(6462, 26.0, 0.47428)","(2798, 26.0, 1.01979)","(2950, 26.0, 0.92923)","(342, 26.0, 0.71366)","(342, 26.0, 0.71012)","(1520, 26.0, 0.39578)","(6494, 26.0, 0.41166)","(6731, 26.0, 0.43979)","(6932, 26.0, 0.66653)","(7182, 26.0, 0.18509)","(1382, 26.0, 0.32411)","(3727, 26.0, 1.08176)","(886, 26.0, 0.9115)","(6731, 26.0, 0.44071)","(3669, 26.0, 0.47685)","(5595, 26.0, 0.32378)","(853, 26.0, 0.37155)","(2625, 26.0, 0.25541)","(5789, 26.0, 0.35697)","(97, 26.0, 0.59449)"
"(2956, 25.0, 1.15963)","(6731, 25.0, 0.44071)","(2950, 25.0, 0.92948)","(2950, 25.0, 0.92923)","(372, 25.0, 1.10809)","(6832, 25.0, 0.97429)","(6832, 25.0, 0.97317)","(6832, 25.0, 0.97243)","(3319, 25.0, 0.84576)","(6462, 25.0, 0.47393)","(7182, 25.0, 0.18509)","(3013, 25.0, 1.07134)","(372, 25.0, 1.10453)","(6932, 25.0, 0.67151)","(613, 25.0, 1.01126)","(7287, 25.0, 0.30093)","(2223, 25.0, 1.09835)","(5789, 25.0, 0.3581)","(6573, 25.0, 0.23739)","(7182, 25.0, 0.18241)","(7182, 25.0, 0.18096)","(3153, 25.0, 0.34988)","(5687, 25.0, 0.41417)","(4261, 25.0, 0.28127)","(4312, 25.0, 0.20683)","(752, 25.0, 1.33467)","(372, 25.0, 1.10961)","(5789, 25.0, 0.35832)","(6994, 25.0, 0.46948)","(3319, 25.0, 0.84575)","(598, 25.0, 0.78749)","(1587, 25.0, 0.71977)","(5836, 25.0, 0.18792)","(1252, 25.0, 0.97081)","(5789, 25.0, 0.35832)","(7184, 25.0, 0.28252)","(5789, 25.0, 0.35832)","(5789, 25.0, 0.3581)","(3013, 25.0, 1.06759)","(5789, 25.0, 0.35765)","(6724, 25.0, 1.28291)","(6932, 25.0, 0.67004)","(6573, 25.0, 0.2429)","(2950, 25.0, 0.92824)","(7184, 25.0, 0.28252)","(1689, 25.0, 1.21983)","(372, 25.0, 1.10932)","(260, 25.0, 0.29783)","(2956, 25.0, 1.15806)","(853, 25.0, 0.37093)","(372, 25.0, 1.10961)","(5156, 25.0, 0.31061)","(3140, 25.0, 1.36131)","(418, 25.0, 0.41029)","(418, 25.0, 0.41484)","(3014, 25.0, 0.85531)","(3319, 25.0, 0.84576)","(6932, 25.0, 0.67004)","(6494, 25.0, 0.41348)","(6176, 25.0, 1.03109)","(3697, 25.0, 0.88468)","(6573, 25.0, 0.23739)","(2985, 25.0, 0.4613)","(7184, 25.0, 0.28066)","(6468, 25.0, 0.81454)","(1217, 25.0, 0.44397)","(1830, 25.0, 0.37908)","(7242, 25.0, 0.48978)","(6462, 25.0, 0.4732)","(3727, 25.0, 1.08164)"
"(1924, 24.0, 0.2594)","(2950, 24.0, 0.92948)","(6724, 24.0, 1.28505)","(6724, 24.0, 1.28429)","(3319, 24.0, 0.84483)","(372, 24.0, 1.10961)","(372, 24.0, 1.10809)","(372, 24.0, 1.10453)","(765, 24.0, 0.77351)","(3013, 24.0, 1.07047)","(3319, 24.0, 0.8409)","(6932, 24.0, 0.67142)","(5789, 24.0, 0.35697)","(7184, 24.0, 0.28066)","(6681, 24.0, 0.93088)","(1924, 24.0, 0.25958)","(3669, 24.0, 0.48179)","(6087, 24.0, 0.2934)","(2950, 24.0, 0.92923)","(2950, 24.0, 0.92824)","(2950, 24.0, 0.92923)","(7287, 24.0, 0.30033)","(6731, 24.0, 0.43487)","(4312, 24.0, 0.21223)","(1830, 24.0, 0.37908)","(6434, 24.0, 0.51173)","(3319, 24.0, 0.84576)","(2950, 24.0, 0.92948)","(6468, 24.0, 0.81376)","(1924, 24.0, 0.25926)","(3013, 24.0, 1.06759)","(4803, 24.0, 0.38948)","(198, 24.0, 0.6551)","(5836, 24.0, 0.18559)","(2950, 24.0, 0.92948)","(765, 24.0, 0.77326)","(372, 24.0, 1.10961)","(372, 24.0, 1.10932)","(7206, 24.0, 0.91154)","(6724, 24.0, 1.28291)","(2956, 24.0, 1.15806)","(765, 24.0, 0.77328)","(2223, 24.0, 1.09835)","(7184, 24.0, 0.28115)","(6832, 24.0, 0.97243)","(7287, 24.0, 0.30066)","(5789, 24.0, 0.3581)","(6162, 24.0, 0.98967)","(5789, 24.0, 0.35765)","(3697, 24.0, 0.88488)","(3319, 24.0, 0.84576)","(4967, 24.0, 0.38539)","(7230, 24.0, 0.23845)","(3164, 24.0, 0.4034)","(3164, 24.0, 0.40214)","(342, 24.0, 0.71473)","(7052, 24.0, 0.38212)","(6494, 24.0, 0.41206)","(3319, 24.0, 0.8409)","(3319, 24.0, 0.8409)","(7206, 24.0, 0.91212)","(6462, 24.0, 0.4743)","(6509, 24.0, 0.39137)","(2950, 24.0, 0.92948)","(6444, 24.0, 0.69969)","(1904, 24.0, 0.26487)","(2653, 24.0, 0.69988)","(3502, 24.0, 1.05493)","(7300, 24.0, 0.34486)","(5460, 24.0, 0.87629)"
"(3319, 23.0, 0.84576)","(5789, 23.0, 0.35832)","(1855, 23.0, 0.63321)","(1855, 23.0, 0.63315)","(1855, 23.0, 0.6331)","(1924, 23.0, 0.2594)","(1924, 23.0, 0.25958)","(1924, 23.0, 0.26115)","(6731, 23.0, 0.44071)","(6932, 23.0, 0.67004)","(765, 23.0, 0.77326)","(7182, 23.0, 0.18096)","(7304, 23.0, 0.37539)","(2950, 23.0, 0.92948)","(853, 23.0, 0.37093)","(3669, 23.0, 0.47846)","(5789, 23.0, 0.35697)","(6832, 23.0, 0.97407)","(1855, 23.0, 0.63315)","(7276, 23.0, 1.09517)","(7276, 23.0, 1.09617)","(2950, 23.0, 0.92515)","(1784, 23.0, 0.41724)","(1830, 23.0, 0.38189)","(7265, 23.0, 0.34447)","(2950, 23.0, 0.92824)","(2950, 23.0, 0.92948)","(7304, 23.0, 0.37711)","(2091, 23.0, 0.41671)","(6932, 23.0, 0.67142)","(6462, 23.0, 0.4732)","(1252, 23.0, 0.97108)","(7122, 23.0, 0.32196)","(198, 23.0, 0.6608)","(3035, 23.0, 0.39223)","(2956, 23.0, 1.15481)","(7184, 23.0, 0.28066)","(7184, 23.0, 0.28107)","(2035, 23.0, 0.46888)","(6462, 23.0, 0.47393)","(5789, 23.0, 0.35765)","(3013, 23.0, 1.07047)","(6932, 23.0, 0.66653)","(6832, 23.0, 0.97317)","(7304, 23.0, 0.37539)","(6724, 23.0, 1.28505)","(2950, 23.0, 0.92923)","(1281, 23.0, 0.23958)","(1855, 23.0, 0.6331)","(6997, 23.0, 0.38779)","(3727, 23.0, 1.08164)","(7157, 23.0, 0.37197)","(3618, 23.0, 0.48854)","(5953, 23.0, 0.4013)","(5953, 23.0, 0.4037)","(418, 23.0, 0.40895)","(7016, 23.0, 0.92854)","(3319, 23.0, 0.84483)","(7052, 23.0, 0.38681)","(7206, 23.0, 0.91154)","(6434, 23.0, 0.51211)","(7182, 23.0, 0.18096)","(6985, 23.0, 0.38105)","(372, 23.0, 1.10961)","(5612, 23.0, 0.35495)","(3400, 23.0, 0.97598)","(6549, 23.0, 0.89422)","(1095, 23.0, 0.52307)","(3013, 23.0, 1.06759)","(831, 23.0, 0.34724)"
"(1059, 22.0, 0.79963)","(7184, 22.0, 0.28066)","(3319, 22.0, 0.84576)","(3319, 22.0, 0.84575)","(7184, 22.0, 0.28115)","(3319, 22.0, 0.84576)","(3319, 22.0, 0.84483)","(3319, 22.0, 0.8409)","(7206, 22.0, 0.91289)","(7182, 22.0, 0.18241)","(6731, 22.0, 0.43487)","(3319, 22.0, 0.84575)","(2950, 22.0, 0.92515)","(3035, 22.0, 0.39223)","(1924, 22.0, 0.2594)","(5789, 22.0, 0.35765)","(6087, 22.0, 0.29715)","(7230, 22.0, 0.23845)","(6681, 22.0, 0.93097)","(6832, 22.0, 0.97317)","(6832, 22.0, 0.97407)","(372, 22.0, 1.10453)","(1017, 22.0, 0.21712)","(7265, 22.0, 0.34356)","(6253, 22.0, 0.30337)","(6468, 22.0, 0.81376)","(5789, 22.0, 0.35832)","(1855, 22.0, 0.63321)","(4295, 22.0, 0.4038)","(6176, 22.0, 1.0347)","(5789, 22.0, 0.35697)","(5836, 22.0, 0.18546)","(4832, 22.0, 0.34256)","(7122, 22.0, 0.31787)","(6462, 22.0, 0.47428)","(7182, 22.0, 0.18509)","(2950, 22.0, 0.92948)","(2950, 22.0, 0.92923)","(6176, 22.0, 1.03109)","(2950, 22.0, 0.92824)","(7182, 22.0, 0.18241)","(6731, 22.0, 0.43979)","(3319, 22.0, 0.8409)","(7304, 22.0, 0.37699)","(3035, 22.0, 0.38998)","(3232, 22.0, 0.75859)","(7184, 22.0, 0.28107)","(773, 22.0, 0.26586)","(7304, 22.0, 0.37699)","(902, 22.0, 0.19388)","(6573, 22.0, 0.23706)","(4960, 22.0, 0.59704)","(3035, 22.0, 0.3923)","(2729, 22.0, 0.41419)","(2729, 22.0, 0.41425)","(3164, 22.0, 0.40385)","(3662, 22.0, 0.3836)","(7052, 22.0, 0.38319)","(7016, 22.0, 0.92558)","(6724, 22.0, 1.28084)","(1337, 22.0, 0.91328)","(3035, 22.0, 0.3923)","(613, 22.0, 1.00625)","(6832, 22.0, 0.97429)","(7261, 22.0, 0.25851)","(5491, 22.0, 0.35345)","(655, 22.0, 0.2824)","(654, 22.0, 0.73874)","(7052, 22.0, 0.38681)","(2490, 22.0, 0.35759)"
"(6176, 21.0, 1.03456)","(3319, 21.0, 0.84576)","(5789, 21.0, 0.35832)","(5789, 21.0, 0.3581)","(5789, 21.0, 0.35765)","(1855, 21.0, 0.63321)","(1855, 21.0, 0.6331)","(1855, 21.0, 0.63214)","(1059, 21.0, 0.79963)","(3319, 21.0, 0.84483)","(7206, 21.0, 0.91154)","(765, 21.0, 0.7734)","(7184, 21.0, 0.28252)","(3319, 21.0, 0.84576)","(2223, 21.0, 1.10332)","(6087, 21.0, 0.29419)","(6832, 21.0, 0.97243)","(1566, 21.0, 0.68987)","(1566, 21.0, 0.68987)","(1059, 21.0, 0.79876)","(1059, 21.0, 0.79963)","(1059, 21.0, 0.79634)","(5145, 21.0, 0.47914)","(6253, 21.0, 0.3073)","(5806, 21.0, 0.32123)","(7184, 21.0, 0.28115)","(6932, 21.0, 0.67151)","(7184, 21.0, 0.28066)","(4934, 21.0, 0.48103)","(7304, 21.0, 0.37703)","(2956, 21.0, 1.15481)","(198, 21.0, 0.66137)","(3533, 21.0, 0.21122)","(4832, 21.0, 0.33711)","(6176, 21.0, 1.03456)","(7206, 21.0, 0.91154)","(3319, 21.0, 0.84576)","(3319, 21.0, 0.84575)","(2956, 21.0, 1.15481)","(6932, 21.0, 0.67004)","(2950, 21.0, 0.92824)","(2950, 21.0, 0.92824)","(1689, 21.0, 1.21749)","(3035, 21.0, 0.39265)","(372, 21.0, 1.10453)","(6832, 21.0, 0.97429)","(3319, 21.0, 0.84575)","(3977, 21.0, 0.71897)","(6932, 21.0, 0.67004)","(6681, 21.0, 0.93088)","(5789, 21.0, 0.35832)","(5416, 21.0, 0.39466)","(372, 21.0, 1.10932)","(1289, 21.0, 0.45169)","(1289, 21.0, 0.45634)","(5953, 21.0, 0.40035)","(3618, 21.0, 0.488)","(3662, 21.0, 0.38562)","(3662, 21.0, 0.38566)","(372, 21.0, 1.10453)","(7184, 21.0, 0.28107)","(1566, 21.0, 0.68987)","(6243, 21.0, 0.50955)","(5789, 21.0, 0.35832)","(6681, 21.0, 0.93097)","(6377, 21.0, 0.59981)","(4993, 21.0, 0.33599)","(1691, 21.0, 0.48865)","(4748, 21.0, 0.22491)","(6204, 21.0, 0.32028)"
"(3618, 20.0, 0.488)","(6932, 20.0, 0.67151)","(6832, 20.0, 0.97429)","(6832, 20.0, 0.97407)","(6832, 20.0, 0.97317)","(7206, 20.0, 0.91289)","(7206, 20.0, 0.91136)","(7206, 20.0, 0.91154)","(6724, 20.0, 1.28505)","(765, 20.0, 0.77328)","(1059, 20.0, 0.79634)","(6731, 20.0, 0.44066)","(3035, 20.0, 0.38998)","(372, 20.0, 1.10961)","(3669, 20.0, 0.47626)","(6832, 20.0, 0.97317)","(7230, 20.0, 0.23922)","(2828, 20.0, 0.36675)","(3618, 20.0, 0.48854)","(1689, 20.0, 1.21879)","(1689, 20.0, 1.21943)","(7206, 20.0, 0.91154)","(1898, 20.0, 0.62342)","(5806, 20.0, 0.32356)","(1344, 20.0, 0.47466)","(3153, 20.0, 0.35176)","(6462, 20.0, 0.47428)","(3319, 20.0, 0.84576)","(4977, 20.0, 1.32321)","(6832, 20.0, 0.97407)","(6724, 20.0, 1.28084)","(7122, 20.0, 0.31786)","(192, 20.0, 0.53288)","(3533, 20.0, 0.21264)","(765, 20.0, 0.77351)","(3319, 20.0, 0.8409)","(6462, 20.0, 0.47428)","(6462, 20.0, 0.4743)","(598, 20.0, 0.78749)","(1855, 20.0, 0.6331)","(7184, 20.0, 0.28115)","(7182, 20.0, 0.18241)","(3035, 20.0, 0.38998)","(372, 20.0, 1.10809)","(3013, 20.0, 1.06759)","(853, 20.0, 0.37093)","(6932, 20.0, 0.67142)","(2588, 20.0, 0.18358)","(7184, 20.0, 0.28115)","(3207, 20.0, 0.26354)","(752, 20.0, 1.33651)","(765, 20.0, 0.7734)","(853, 20.0, 0.37155)","(3607, 20.0, 0.48022)","(3607, 20.0, 0.48372)","(2729, 20.0, 0.41554)","(1337, 20.0, 0.9133)","(3618, 20.0, 0.48992)","(3618, 20.0, 0.49414)","(3035, 20.0, 0.38998)","(1479, 20.0, 0.9388)","(1767, 20.0, 0.88144)","(1307, 20.0, 1.01376)","(765, 20.0, 0.77351)","(5794, 20.0, 0.3481)","(5872, 20.0, 0.32032)","(1644, 20.0, 0.54461)","(3559, 20.0, 1.0516)","(6162, 20.0, 0.98967)","(4972, 20.0, 0.36858)"
"(2950, 19.0, 0.92948)","(3035, 19.0, 0.39223)","(1689, 19.0, 1.21983)","(1689, 19.0, 1.21943)","(6462, 19.0, 0.47393)","(765, 19.0, 0.77351)","(765, 19.0, 0.77328)","(765, 19.0, 0.77326)","(853, 19.0, 0.37093)","(6731, 19.0, 0.43979)","(853, 19.0, 0.37615)","(7206, 19.0, 0.91212)","(6932, 19.0, 0.66653)","(1855, 19.0, 0.63321)","(5789, 19.0, 0.35832)","(7230, 19.0, 0.23895)","(1566, 19.0, 0.68703)","(1479, 19.0, 0.9388)","(765, 19.0, 0.7734)","(372, 19.0, 1.10809)","(372, 19.0, 1.10932)","(7184, 19.0, 0.28252)","(1931, 19.0, 0.43764)","(1344, 19.0, 0.47972)","(5617, 19.0, 0.22098)","(6932, 19.0, 0.67004)","(3035, 19.0, 0.39223)","(1689, 19.0, 1.21983)","(7188, 19.0, 0.66878)","(5789, 19.0, 0.3581)","(372, 19.0, 1.10453)","(4832, 19.0, 0.33665)","(766, 19.0, 0.47555)","(192, 19.0, 0.53465)","(7184, 19.0, 0.28066)","(6462, 19.0, 0.4732)","(6932, 19.0, 0.67151)","(6932, 19.0, 0.67142)","(372, 19.0, 1.10453)","(7184, 19.0, 0.28115)","(6462, 19.0, 0.47393)","(372, 19.0, 1.10809)","(7304, 19.0, 0.37539)","(3013, 19.0, 1.07047)","(1689, 19.0, 1.21749)","(6162, 19.0, 0.98922)","(1855, 19.0, 0.63315)","(3125, 19.0, 0.44756)","(1059, 19.0, 0.79876)","(7202, 19.0, 0.48057)","(1924, 19.0, 0.2594)","(975, 19.0, 0.55179)","(1059, 19.0, 0.79963)","(2090, 19.0, 0.25821)","(2090, 19.0, 0.25728)","(1289, 19.0, 0.45129)","(4075, 19.0, 0.90984)","(1337, 19.0, 0.91254)","(1337, 19.0, 0.90945)","(6462, 19.0, 0.4732)","(391, 19.0, 0.46585)","(7206, 19.0, 0.91212)","(2828, 19.0, 0.36369)","(3035, 19.0, 0.39223)","(1779, 19.0, 0.95064)","(3909, 19.0, 0.22845)","(7158, 19.0, 0.32654)","(5280, 19.0, 0.42301)","(1523, 19.0, 0.52928)","(7078, 19.0, 0.39394)"
"(6462, 18.0, 0.47428)","(6462, 18.0, 0.47428)","(6462, 18.0, 0.47428)","(6462, 18.0, 0.4743)","(3035, 18.0, 0.39265)","(6462, 18.0, 0.47428)","(6462, 18.0, 0.47393)","(6462, 18.0, 0.4732)","(3618, 18.0, 0.488)","(7206, 18.0, 0.91136)","(3618, 18.0, 0.49414)","(1059, 18.0, 0.79963)","(6832, 18.0, 0.97243)","(6462, 18.0, 0.47428)","(6087, 18.0, 0.29312)","(1566, 18.0, 0.68917)","(2828, 18.0, 0.36369)","(3456, 18.0, 1.17502)","(2067, 18.0, 1.03692)","(3013, 18.0, 1.07047)","(3013, 18.0, 1.07134)","(1855, 18.0, 0.63214)","(6323, 18.0, 0.43165)","(5617, 18.0, 0.22003)","(941, 18.0, 1.00141)","(3047, 18.0, 1.15621)","(6832, 18.0, 0.97429)","(6932, 18.0, 0.67151)","(853, 18.0, 0.37262)","(2950, 18.0, 0.92923)","(2950, 18.0, 0.92515)","(3533, 18.0, 0.21342)","(2858, 18.0, 0.3565)","(766, 18.0, 0.48054)","(6932, 18.0, 0.67151)","(7304, 18.0, 0.37539)","(1059, 18.0, 0.79963)","(1059, 18.0, 0.79963)","(7304, 18.0, 0.37539)","(3319, 18.0, 0.84483)","(372, 18.0, 1.10809)","(1059, 18.0, 0.79876)","(7184, 18.0, 0.28252)","(1689, 18.0, 1.21879)","(853, 18.0, 0.37615)","(3618, 18.0, 0.488)","(3035, 18.0, 0.3923)","(2063, 18.0, 0.62837)","(6724, 18.0, 1.28291)","(6434, 18.0, 0.51205)","(853, 18.0, 0.37093)","(6702, 18.0, 0.50132)","(3013, 18.0, 1.07134)","(1616, 18.0, 0.22699)","(1616, 18.0, 0.22575)","(3607, 18.0, 0.47905)","(1689, 18.0, 1.21983)","(4075, 18.0, 0.9084)","(4075, 18.0, 0.90516)","(6832, 18.0, 0.97243)","(2067, 18.0, 1.03692)","(1924, 18.0, 0.25926)","(4832, 18.0, 0.34256)","(7182, 18.0, 0.1803)","(2828, 18.0, 0.36675)","(1228, 18.0, 1.11849)","(7211, 18.0, 0.46324)","(2193, 18.0, 0.36941)","(6832, 18.0, 0.97243)","(572, 18.0, 0.73383)"
