25
userId,correctItems,contexts,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25
211,102;5240;256;5697;1024;684;4896;3070;2445;3540;1665;5752;270;2172;742;5584;3238,daytime:night,184;25,54;24,742;23,1131;22,291;21,974;20,6141;19,2372;18,270;17,6801;16,1196;15,95;14,905;13,168;12,657;11,785;10,344;9,3359;8,2063;7,2505;6,214;5,2650;4,6675;3,457;2,646;1
211,5805;5013;4522;5814;101;3670;2807;3869;4018;3291;5757;110;6561;3796;170;189,daytime:afternoon,54;25,742;24,7143;23,974;22,6141;21,2372;20,270;19,6801;18,1196;17,284;16,95;15,905;14,2031;13,168;12,657;11,785;10,344;9,3359;8,2063;7,148;6,181;5,214;4,2650;3,6675;2,457;1
234,2873;6534;775,daytime:morning,2462;25,708;24,1737;23,589;22,2042;21,4748;20,7157;19,6534;18,3039;17,2669;16,2100;15,3954;14,4490;13,5328;12,6238;11,6064;10,6809;9,1440;8,673;7,3729;6,437;5,1531;4,6868;3,1986;2,4544;1
234,4108;4237;5245;3904;1687;2027;6916;3987,daytime:evening,2462;25,3827;24,589;23,2042;22,7157;21,6534;20,1038;19,2669;18,5337;17,3954;16,4490;15,5328;14,6064;13,6809;12,1440;11,673;10,6390;9,437;8,1531;7,6868;6,612;5,1986;4,4544;3,4308;2,3022;1
234,3097;5945;3551;673;1365;14;4147;476;2388;3373,daytime:night,708;25,1737;24,3827;23,589;22,2042;21,4748;20,7157;19,6534;18,1038;17,3039;16,2669;15,5337;14,2100;13,3954;12,5328;11,6238;10,6064;9,6809;8,1440;7,673;6,3729;5,6390;4,1531;3,6868;2,612;1
234,4148;335;7170;1910;3784;5636,daytime:afternoon,2462;25,708;24,1737;23,3827;22,589;21,2042;20,4748;19,7157;18,6534;17,1038;16,3039;15,2669;14,5337;13,2100;12,3954;11,4490;10,6238;9,6064;8,6809;7,1440;6,673;5,3729;4,6390;3,437;2,6868;1
65,1038;3294;775;5216,daytime:morning,14;25,3763;24,892;23,1535;22,994;21,1244;20,2873;19,1038;18,3095;17,775;16,5224;15,3242;14,274;13,3017;12,190;11,1238;10,803;9,188;8,94;7,558;6,5375;5,1531;4,3097;3,4447;2,134;1
65,3729;2054;6021,daytime:evening,14;25,3763;24,4490;23,994;22,1244;21,708;20,2873;19,1038;18,561;17,775;16,5224;15,6409;14,3242;13,3636;12,274;11,123;10,738;9,3017;8,190;7,803;6,6050;5,558;4,5375;3,3097;2,4447;1
65,3719;6228;589;5385,daytime:night,14;25,3763;24,892;23,1535;22,4490;21,994;20,1244;19,708;18,2873;17,1038;16,561;15,3095;14,775;13,5224;12,6409;11,3636;10,274;9,123;8,738;7,3017;6,190;5,1238;4,803;3,188;2,6050;1
65,734;5196;3292;803;3690;5093,daytime:afternoon,3763;25,892;24,1535;23,4490;22,1244;21,708;20,2873;19,1038;18,561;17,3095;16,775;15,5224;14,6409;13,3242;12,3636;11,123;10,738;9,190;8,1238;7,803;6,188;5,6050;4,94;3,558;2,5375;1
261,5311;4050;2376;3425;6043;7046;3447;1759;3805;614;2932;311;2890;3339;872;4323;1407;3210;5580;1617;1477,daytime:morning,95;25,54;24,270;23,214;22,2063;21,457;20,1684;19,267;18,974;17,69;16,6141;15,1131;14,1765;13,86;12,1196;11,1365;10,2031;9,430;8,646;7,2630;6,178;5,2759;4,3943;3,456;2,1403;1
261,4903;136;4202;6390;939,daytime:night,95;25,54;24,270;23,214;22,2063;21,457;20,1684;19,267;18,974;17,69;16,6141;15,1131;14,1765;13,86;12,1196;11,1365;10,2031;9,430;8,646;7,2630;6,178;5,2759;4,3943;3,456;2,1403;1
261,1790;6645;1420;1676;4462;3101;6340;7024;6268;1363;2183;3972;167;2442;447;3326;5694;3705;621;6312;5024;1899;5476;2030,daytime:afternoon,95;25,54;24,270;23,214;22,457;21,1684;20,974;19,69;18,6141;17,1131;16,1765;15,1196;14,1365;13,2031;12,430;11,2630;10,178;9,2759;8,456;7,1403;6,132;5,1231;4,1014;3,168;2,2372;1
202,396;7005;882;3430;3580;5903;1955;370;4764;3716;6365;2760;3884;4365;1097;1710;4291;6934;2688;1711;4273;3709;660;6396;1536;5110;3445;3498;5673;2855;2514;4852;893;6069;239;137;2304;2384;5950;2471;5603;4817;4798;5742;2682;1008;1070;746;999;2281;1276;681,daytime:morning,604;25,3620;24,2894;23,136;22,386;21,3975;20,232;19,545;18,2836;17,447;16,3770;15,250;14,1335;13,184;12,3445;11,3317;10,2151;9,1935;8,5973;7,629;6,2938;5,269;4,270;3,456;2,6091;1
202,3004;5935;5379;2517;5249;6514;5621;2435;6890;1023;2005;458;2501;5270;2003;4295;3639;5645;6985;3300;742,daytime:evening,2894;25,136;24,386;23,3975;22,232;21,2859;20,545;19,2836;18,447;17,312;16,250;15,1936;14,1335;13,184;12,3445;11,3317;10,2151;9,1935;8,4854;7,629;6,2938;5,269;4,270;3,6091;2,5730;1
202,386;5629;6026;3722;4628;4138;6259;3165;2024;311;4007;1843;600;3405;3028;6005;6608;4850;3988;5119;2335;4749;4184;641;3783;2338;4758;2327;4100;2940;3883;3209;6306;3900;3009;5642;4300;5457;6142;848;6102;95;5103;1357,daytime:night,604;25,3620;24,2894;23,136;22,386;21,3975;20,2859;19,2836;18,447;17,3770;16,312;15,1936;14,1335;13,184;12,3445;11,3317;10,2151;9,1935;8,5973;7,4854;6,629;5,2938;4,269;3,270;2,456;1
202,2321;5912;3365;5750;6442;5454;4823;2645;1694;3172;6385;5340;7027;5471;5096;3208,daytime:afternoon,604;25,3620;24,2894;23,136;22,386;21,232;20,2859;19,545;18,2836;17,447;16,3770;15,312;14,250;13,1936;12,1335;11,184;10,3445;9,3317;8,2151;7,5973;6,4854;5,629;4,2938;3,456;2,6091;1
78,4256;262;1724;5108;4782;2160;1942,daytime:night,1413;25,769;24,6280;23,4805;22,224;21,112;20,2880;19,4928;18,2317;17,4579;16,2961;15,1480;14,2425;13,3953;12,1002;11,6545;10,4291;9,3900;8,96;7,4132;6,3892;5,5044;4,1932;3,5040;2,76;1
309,808;4750;60;2349;2836;2738;6708;399;504;259;1880;6638;1164;2186;3029;5138;370;6134;2053;5843;4725;3782;1086;6095;1097;3111;1554;4307;2526;1622;4862;3105;5457;3281;2399;457,daytime:morning,95;25,270;24,1365;23,214;22,267;21,2372;20,1883;19,54;18,1196;17,71;16,1684;15,69;14,1775;13,456;12,4977;11,60;10,6141;9,2662;8,3532;7,63;6,3620;5,457;4,974;3,646;2,8;1
309,4912;3734;930;1428;5114;1953;2089;3753;4474;3470;1914;2931;1080;4567;3346;770;2858;4954;500;2057;585;1783;6252;1395;27;1029;1631;5684;2494;2098;593;5787;1033;2191;1949;5637;2579;6271;4374;3819;5505;2976;5680;3620;6030;3297;4281;1808;5296;3537;6179;6292;614;2147;2563;1525;2268;798;6037;4129;4183;76;5209;3736;68,daytime:evening,270;25,1365;24,214;23,267;22,2372;21,54;20,1196;19,86;18,71;17,1684;16,69;15,456;14,4977;13,60;12,178;11,2662;10,3532;9,63;8,3620;7,457;6,974;5,646;4,8;3,742;2,84;1
309,5070;5174;1502;2869;1874;4568;119;308;5137;1363;147;505;128;1861;3304;2406;4048;1054;2255;5297;4345;5158;3234;71;5349;213;6020;2693;353;6396;1536;923;5784;135;5060;3826;5049;4377;4187;5516;333;5095;1843;6693;5283;3649;4802;350;978;5435;5697;470;439;4058;6248;1092;1685,daytime:night,95;25,270;24,1365;23,214;22,267;21,2372;20,1883;19,1196;18,86;17,71;16,1684;15,1775;14,456;13,4977;12,60;11,6141;10,178;9,3532;8,63;7,3620;6,457;5,974;4,646;3,8;2,742;1
309,1040;3228;4830;2855;1995;4325;266;4031;1332;3266;6012;5256;5497;2384;6974;2872;2422;1387;1066;6173;4219;1925;4289;240;1223;5582;6576;4929;5082;1365;2266;4057;605;3469;6921;6202;6310,daytime:afternoon,95;25,270;24,1365;23,214;22,2372;21,1883;20,54;19,1196;18,86;17,71;16,1684;15,69;14,1775;13,456;12,4977;11,60;10,6141;9,178;8,2662;7,3532;6,63;5,3620;4,457;3,974;2,646;1
29,3073;6693;263;7026;1478;2127;2291;38;23;63;189;1024,daytime:morning,184;25,2372;24,974;23,406;22,291;21,1131;20,742;19,6141;18,60;17,7143;16,1196;15,270;14,2558;13,284;12,932;11,232;10,168;9,14;8,102;7,785;6,33;5,349;4,95;3,1242;2,271;1
29,4783;981;1618;418;104;670;646;2566;2214;3173;5100;2471,daytime:evening,184;25,2372;24,974;23,406;22,291;21,1131;20,742;19,60;18,740;17,7143;16,1196;15,270;14,2558;13,932;12,232;11,168;10,14;9,102;8,33;7,349;6,95;5,3;4,271;3,128;2,960;1
29,102;2703;232;51;1057,daytime:night,184;25,2372;24,974;23,406;22,291;21,1131;20,742;19,6141;18,60;17,740;16,7143;15,1196;14,2558;13,284;12,932;11,232;10,168;9,14;8,102;7,785;6,349;5,95;4,3;3,1242;2,271;1
29,4935;2679;1166;3054;6801;1097,daytime:afternoon,184;25,2372;24,974;23,406;22,291;21,1131;20,6141;19,60;18,740;17,7143;16,1196;15,270;14,2558;13,284;12,932;11,232;10,168;9,14;8,102;7,785;6,33;5,349;4,95;3,3;2,1242;1
222,3050;2447;333;7078;3358;6595;1786;2740;1255;5138;7266,daytime:morning,95;25,457;24,214;23,270;22,54;21,974;20,1684;19,1365;18,2372;17,2063;16,69;15,86;14,430;13,2630;12,1765;11,267;10,788;9,71;8,1196;7,6141;6,621;5,366;4,84;3,132;2,6387;1
222,400;3605;5121;2129;5814;6237;2245;3719;2313;1293;1174;4042;3910;6247;505;6518;4025;2926;5902;3943;6500;271;2882;2840;2355;7032;6277;4966;3082;3768;129;2302;982;4082;1008;2268;4107;2345;5182;141;1455;4364;3075;6689;548,daytime:evening,95;25,457;24,214;23,270;22,54;21,974;20,1684;19,1365;18,2372;17,2063;16,69;15,86;14,1131;13,430;12,2630;11,1765;10,267;9,788;8,71;7,1196;6,6141;5,168;4,621;3,84;2,132;1
222,4027;2280;2195;1232;3829;2405;1136;4628;399;1895;3079;2583;676;3753;2497;107;1116;4674;4000;2650;453;63;716;4448;4775;1420;4920;1086;5466;5033;740;3166;810;2387;1179;5280;682;4954;2607;3408;500;1766;4929;139;3790;2253;173;148,daytime:night,95;25,457;24,214;23,270;22,54;21,974;20,1684;19,1365;18,2372;17,2063;16,69;15,86;14,1131;13,430;12,2630;11,267;10,788;9,71;8,1196;7,168;6,621;5,366;4,84;3,6387;2,222;1
222,5557;3462;1399;5637;6585;2888;1634;5551;6037;2742;7140;3386;2082,daytime:afternoon,95;25,457;24,214;23,54;22,1684;21,1365;20,2372;19,2063;18,69;17,86;16,1131;15,430;14,2630;13,1765;12,267;11,788;10,71;9,1196;8,6141;7,168;6,621;5,366;4,84;3,132;2,6387;1
49,6666;4974;7078;1166;2244,daytime:morning,742;25,6141;24,95;23,270;22,267;21,184;20,1196;19,54;18,7143;17,2031;16,2372;15,1131;14,214;13,974;12,3359;11,1365;10,646;9,291;8,168;7,181;6,132;5,6801;4,178;3,383;2,1684;1
49,3258;60;1023;406;146,daytime:evening,742;25,6141;24,95;23,270;22,184;21,1196;20,284;19,54;18,7143;17,2031;16,2372;15,1131;14,214;13,974;12,3359;11,1365;10,646;9,291;8,168;7,181;6,132;5,178;4,383;3,1684;2,1765;1
49,424;291;1208;5476;5100;2932,daytime:night,742;25,6141;24,95;23,270;22,267;21,184;20,1196;19,284;18,54;17,7143;16,2031;15,2372;14,1131;13,214;12,974;11,3359;10,1365;9,646;8,291;7,168;6,181;5,132;4,6801;3,383;2,1684;1
49,1207;6841;3268;5613;2141;1904;642;3432;2231,daytime:afternoon,742;25,6141;24,95;23,270;22,267;21,184;20,1196;19,284;18,54;17,7143;16,2031;15,2372;14,1131;13,214;12,974;11,3359;10,1365;9,646;8,291;7,168;6,132;5,6801;4,178;3,383;2,1684;1
163,2506;4854;2047;2512;915,daytime:morning,7100;25,3900;24,604;23,420;22,769;21,2934;20,2425;19,191;18,3892;17,2512;16,757;15,2713;14,107;13,545;12,2514;11,2894;10,4997;9,2836;8,4620;7,3388;6,1165;5,5515;4,3620;3,1960;2,339;1
163,3588;6748;396;6091;1864;552;5485;237,daytime:night,7100;25,3900;24,604;23,420;22,769;21,2934;20,2425;19,3892;18,2512;17,757;16,3975;15,2713;14,107;13,545;12,2514;11,2894;10,4997;9,2836;8,4620;7,3388;6,1165;5,3770;4,1960;3,339;2,1158;1
77,1053;2447;3688;128;1759;660;367,daytime:morning,742;25,2372;24,60;23,270;22,6141;21,1685;20,184;19,2650;18,214;17,181;16,1242;15,1196;14,3028;13,54;12,960;11,189;10,335;9,4404;8,646;7,1417;6,458;5,95;4,267;3,1499;2,2588;1
77,580;1022;8;3264;6677;461;6593;2338;502;2036;884;2460;7022;756;1896;1344;319;487;1890;385,daytime:evening,742;25,2372;24,270;23,6141;22,1685;21,2650;20,214;19,181;18,1242;17,1196;16,3028;15,54;14,960;13,189;12,740;11,335;10,4404;9,1417;8,458;7,95;6,267;5,1499;4,2588;3,148;2,3444;1
77,882;762;4946;1024;2583;7102;1520;4990;4508;7026;4909;314;362;6086;3620;4352;3681;193;3890;3173;726;5255;2374;5018;688;6245;3540;5457;2466;1340;2214;2297;742;4080;905,daytime:night,742;25,2372;24,60;23,6141;22,1685;21,184;20,2650;19,214;18,181;17,1242;16,1196;15,3028;14,54;13,189;12,740;11,335;10,4404;9,646;8,1417;7,95;6,267;5,1499;4,2588;3,1166;2,3444;1
77,2682;1534;924;5075;304;1450;2291;569;3268;277;5429;5100,daytime:afternoon,742;25,2372;24,60;23,270;22,1685;21,184;20,2650;19,214;18,1242;17,1196;16,54;15,960;14,740;13,335;12,4404;11,646;10,1417;9,458;8,95;7,267;6,1499;5,2588;4,1166;3,148;2,3444;1
16,2156;16;1007;389;2130;6797;1359;1760;1982;5979;1019;2580;3609;1530;4201;2631;1983;6586,daytime:morning,353;25,232;24,942;23,60;22,3521;21,7100;20,545;19,604;18,3357;17,3900;16,189;15,603;14,1701;13,136;12,3620;11,874;10,3645;9,1749;8,1622;7,389;6,5031;5,3975;4,1550;3,2349;2,6118;1
16,4207;624;3681;1393;1966;2040;637;1710;1023;6643;2888;489;1356;5954;3042;2124;1021,daytime:evening,3701;25,353;24,232;23,942;22,60;21,3521;20,7100;19,545;18,604;17,3774;16,3357;15,3900;14,189;13,1281;12,603;11,1701;10,136;9,3620;8,874;7,3645;6,1749;5,1622;4,389;3,3975;2,1550;1
16,1860;4826;4239;859;4623;3401;5354;5573;1253;294;3197;4650;3899;3587;5293;3748;5034,daytime:night,3701;25,353;24,232;23,60;22,3521;21,7100;20,545;19,604;18,3774;17,3900;16,189;15,1281;14,1701;13,136;12,3620;11,874;10,3645;9,1749;8,1622;7,389;6,5031;5,3975;4,1550;3,6118;2,1583;1
16,5026;3041;53;1483;5921;163;6063;3922;1638;2504;3900;811;525;2266;3464;5558;95;1908,daytime:afternoon,3701;25,232;24,942;23,60;22,7100;21,545;20,3774;19,3357;18,3900;17,189;16,1281;15,603;14,1701;13,136;12,3620;11,874;10,3645;9,1749;8,1622;7,389;6,5031;5,3975;4,2349;3,6118;2,1583;1
71,5774;5481;362;2652;6034;4080,daytime:night,214;25,6141;24,1684;23,2063;22,2031;21,742;20,1242;19,54;18,267;17,335;16,430;15,3943;14,6801;13,95;12,646;11,132;10,457;9,179;8,1151;7,366;6,45;5,69;4,270;3,306;2,1131;1
71,1753;6041,daytime:afternoon,214;25,6141;24,1684;23,2063;22,2031;21,742;20,1242;19,54;18,267;17,335;16,430;15,3943;14,6801;13,95;12,646;11,457;10,1765;9,179;8,1151;7,366;6,45;5,69;4,270;3,306;2,1131;1
269,5228;3596;4408;2376;3268;1973;2168;267;3148;849,daytime:night,6801;25,54;24,2031;23,905;22,1131;21,2063;20,6141;19,3943;18,6134;17,742;16,101;15,4467;14,406;13,657;12,7143;11,569;10,3407;9,591;8,270;7,974;6,3359;5,2505;4,95;3,1242;2,2908;1
269,4699;3933;2650,daytime:afternoon,184;25,6801;24,54;23,2031;22,905;21,1131;20,2063;19,6141;18,3943;17,6134;16,742;15,101;14,4467;13,406;12,657;11,7143;10,569;9,3407;8,591;7,270;6,974;5,3359;4,2505;3,95;2,1242;1
171,5372;5760;5772;3917;2094;368;1591;4058;2507;5096;230;1131;3370;4641;3099;2124;6134;4244;87;4369;1770;457,daytime:morning,420;25,2894;24,5973;23,621;22,399;21,54;20,1102;19,95;18,232;17,1960;16,974;15,2406;14,270;13,386;12,222;11,3417;10,1403;9,2510;8,3575;7,3353;6,2490;5,2836;4,3088;3,1131;2,2649;1
171,2074;5121;2592;4965;5651;3850;3719;4146;1756;4713;3230;3906;6757;1305;4087;621;1104;3438;2650;2082,daytime:evening,420;25,2894;24,5973;23,621;22,399;21,54;20,1102;19,232;18,1960;17,974;16,2406;15,270;14,386;13,3417;12,1403;11,2510;10,3770;9,3575;8,3353;7,2490;6,2836;5,3088;4,1131;3,250;2,136;1
171,396;472;5148;4837;347;1954;3417;4175;2785;4614;2740;1960;4720;6769;4384;2143;2431;2142;2799;1515;3720,daytime:night,5973;25,621;24,399;23,54;22,1102;21,95;20,232;19,1960;18,974;17,2406;16,270;15,222;14,3417;13,1403;12,2510;11,3770;10,3575;9,3353;8,2490;7,2836;6,1131;5,2649;4,250;3,1136;2,136;1
171,5810;1095;3851;399;1947;6090;2423;4535;4639;2512;2700;3059;2337;4800;3388;6308;1082;3433;2812;2268;2631;2430;4726;211;5578;3058,daytime:afternoon,420;25,2894;24,5973;23,621;22,399;21,54;20,95;19,232;18,1960;17,974;16,270;15,386;14,222;13,3417;12,1403;11,2510;10,3770;9,3575;8,3353;7,2490;6,2836;5,3088;4,1131;3,2649;2,250;1
220,1118;2293;3913;4699;719;5446;6801;2562;5255;4038;3490;2036;6141;264;1573;3441;1882;395,daytime:morning,1131;25,54;24,4467;23,2678;22,184;21,1102;20,657;19,974;18,6158;17,703;16,726;15,270;14,6134;13,399;12,2505;11,386;10,6801;9,344;8,641;7,4282;6,923;5,2110;4,450;3,905;2,252;1
220,102;3005;1053;1040;3239;135;184;3787;2414;252;3524;1405;4359;1713;3916;2507;1499;1362;4252;4364;2650;1465;3439,daytime:evening,1131;25,54;24,7143;23,4467;22,2678;21,184;20,1102;19,657;18,974;17,6158;16,703;15,726;14,270;13,6134;12,399;11,1450;10,386;9,6801;8,344;7,641;6,923;5,905;4,252;3,2031;2,3423;1
220,5219;924;5958;1885;726;5358;3856;5463;585;2364;3698;5019;6552;105;4772;1170;4791;2053;4251,daytime:night,1131;25,54;24,7143;23,4467;22,2678;21,184;20,1102;19,657;18,974;17,6158;16,703;15,726;14,270;13,6134;12,399;11,1450;10,2505;9,386;8,6801;7,344;6,641;5,4282;4,923;3,2110;2,450;1
220,2735;932;1279;1874;641;1005;3346;5267;865;3423;2859;1403;4210;4483;2222;582;3967;486;974,daytime:afternoon,1131;25,54;24,7143;23,4467;22,184;21,1102;20,657;19,974;18,6158;17,703;16,726;15,270;14,6134;13,1450;12,2505;11,386;10,6801;9,344;8,641;7,4282;6,923;5,2110;4,450;3,905;2,252;1
159,33;5271;1814;506;3894;6855;893;246;5644;291;5120;4394;3901;1450;785;6262;1925;5180;2344;6053;1061;3061;4541;1231;6116;6531;4284;1796,daytime:morning,742;25,6141;24,2372;23,184;22,1196;21,291;20,270;19,60;18,54;17,95;16,974;15,214;14,740;13,1417;12,6801;11,284;10,1242;9,132;8,267;7,960;6,1131;5,1166;4,2650;3,168;2,785;1
159,808;4243;6800;3462;666;1885;552;256;6624;3179;118;1598;3323;1286;671;200;1215;2296;338;40;1748;385;4102;759;2092;1739;243;3451;3581;6976;1507;6908;1349;1764;2111;2417;548,daytime:evening,742;25,2372;24,184;23,1196;22,291;21,270;20,60;19,54;18,95;17,974;16,214;15,7143;14,1417;13,6801;12,181;11,646;10,284;9,1242;8,1685;7,132;6,267;5,2031;4,960;3,1131;2,1166;1
159,6712;3072;545;5714;6067;1122;1023;533;5537;2890;3396;5481;328;985;333;26;263;6679;4601;4152;4607;2347;25;3415;871;6024;2888;366;1082;250;3473;745;6354;2443;725;761;1890;974,daytime:night,742;25,6141;24,184;23,291;22,95;21,974;20,214;19,740;18,7143;17,6801;16,181;15,646;14,284;13,1242;12,1685;11,132;10,267;9,2031;8,960;7,1131;6,1166;5,168;4,785;3,148;2,430;1
159,932;4134;131;227;1086;1157;4016;459;55;86;1034;5334;127;12;2541;2267;895;908;670;45;353,daytime:afternoon,6141;25,2372;24,1196;23,291;22,270;21,60;20,54;19,95;18,974;17,214;16,740;15,7143;14,1417;13,6801;12,181;11,646;10,284;9,1242;8,1685;7,132;6,267;5,2031;4,1131;3,2650;2,168;1
40,2412;7033;4276;1529;2052;3894;1136;2026;4195;368;2579;736;4520;2407;4072;3852;3190;426;2121;3455;25;1139;4656;2602;6053;166;1377;1395;1665;1531,daytime:morning,1131;25,923;24,974;23,2946;22,399;21,2678;20,7143;19,54;18,420;17,703;16,3088;15,2110;14,4467;13,2051;12,641;11,1102;10,6158;9,6280;8,457;7,168;6,284;5,2505;4,657;3,2845;2,6502;1
40,2640;2063;1306;3647;6216;1668;429;1920;2115;129;1977;1706;4712;2366;130;1407;1147;6545;2998;2102;3513;6816,daytime:evening,923;25,974;24,2946;23,399;22,7143;21,420;20,703;19,3088;18,2110;17,4467;16,2051;15,641;14,1102;13,6158;12,6280;11,457;10,168;9,2505;8,657;7,2845;6,6502;5,4364;4,1450;3,95;2,4791;1
40,4502;3786;5814;184;177;2562;2089;3490;1593;104;1421;2265;7143;4676,daytime:night,1131;25,923;24,2946;23,399;22,2678;21,7143;20,54;19,420;18,703;17,3088;16,2110;15,2051;14,641;13,1102;12,6158;11,6280;10,168;9,284;8,2505;7,657;6,2845;5,6502;4,4364;3,1450;2,95;1
40,1053;4366;506;5137;3079;3698;5027;960;6838;450;2505;1209;1882,daytime:afternoon,1131;25,923;24,974;23,2946;22,2678;21,7143;20,54;19,420;18,703;17,3088;16,2110;15,4467;14,2051;13,641;12,1102;11,6158;10,6280;9,457;8,168;7,284;6,2505;5,657;4,2845;3,6502;2,4364;1
169,932;5699;1510;6849;4085;4206;4816;3182;4644;1206;3610;1713;6027;2407;2403;2023;4863;1551;173;6396,daytime:morning,604;25,3620;24,232;23,3975;22,136;21,1102;20,447;19,1831;18,54;17,95;16,3770;15,386;14,2151;13,1148;12,184;11,4636;10,456;9,2859;8,1935;7,1236;6,5973;5,545;4,1335;3,312;2,250;1
169,2441;6100;4693;2177;5378;2387;6696;2604;2028,daytime:evening,2894;25,604;24,3620;23,270;22,3975;21,136;20,1102;19,447;18,1831;17,54;16,95;15,3770;14,386;13,2151;12,1148;11,184;10,4636;9,456;8,2859;7,1935;6,1236;5,5973;4,545;3,1335;2,312;1
169,882;4449;358;2982;4600;2463;431;3370;3765;5944;5034;5372;5961;3810;4098;2435;3069;6138;6405;3130;4237;2112;6140;5457;6041;5718;5262;3192;2277;3740;3953;5874;4396;1613;92;4744;5975;4230;2799;4324;4155;63;2596;350;227;6042;3496;4555;6786;3423;2451;407;2563;802;6826;3086;1325;456;725;2657;1749;4632;1870;1919;4907;6230;3223,daytime:afternoon,2894;25,232;24,270;23,136;22,1102;21,447;20,1831;19,54;18,3770;17,386;16,2151;15,1148;14,184;13,4636;12,456;11,1236;10,5973;9,545;8,1335;7,312;6,250;5,3028;4,3317;3,4977;2,277;1
143,4561;3073;2809;471;145;2349;3494;3851;1136;1751;839;5689;3774;2530;5031;2862;3880;446;3539;1723;3831;1840;758;3265;3043;4966;5665;5895;75;1856;6471;348;457,daytime:morning,788;25,457;24,5250;23,95;22,1936;21,1749;20,86;19,232;18,430;17,974;16,3532;15,333;14,3774;13,3620;12,84;11,2759;10,107;9,83;8,222;7,1789;6,1860;5,2510;4,679;3,5481;2,1226;1
143,6329;921;4970;4838;1786;434;964;1993;2440;628;241;460;2206;6500;1051;5313;218;2694;6017;5401;1620;4170;5515;6475;5264;4954;3595;1018;2302;439;784;4433;860;5082;811;1777;4423;4045;6117;6710;5262;3419,daytime:evening,457;25,5250;24,95;23,1936;22,86;21,232;20,430;19,974;18,3532;17,3774;16,3620;15,84;14,2759;13,107;12,83;11,222;10,1789;9,1860;8,2510;7,679;6,5481;5,1226;4,3460;3,3388;2,1158;1
143,2593;4978;5923;3568;1030;2801;3505;4377;3266;3019;5324;2677;2860;5138;3363;4725;6269;2406;6344;5206;2387;2059;6292;881;2602;5658;1303;22;5015;6752;1821;62,daytime:night,788;25,457;24,5250;23,95;22,1936;21,1749;20,86;19,232;18,430;17,974;16,3532;15,333;14,3774;13,3620;12,84;11,2759;10,107;9,83;8,222;7,1789;6,1860;5,2510;4,679;3,5481;2,1226;1
143,4111;5254;5853;694;2424;5688;2372;1078;5993;6022;4067;919;4236;1137;2087;6068;4801;6608;1617;2099;3409;2384;3765;3876;222;383;1768;5246;306;3119;6515;4665;4685;2345;3779;1294;5336;3192;5118;3950,daytime:afternoon,788;25,457;24,5250;23,1749;22,86;21,232;20,430;19,974;18,3532;17,333;16,3774;15,3620;14,84;13,2759;12,107;11,83;10,222;9,1789;8,1860;7,2510;6,679;5,5481;4,1226;3,3460;2,3388;1
117,703;1645;1744;349;1993;3490;1469;398;3484;2873;4216;2610;561;1131;4151;3190;3442;4871;1522,daytime:morning,621;25,923;24,2946;23,100;22,3088;21,1131;20,1756;19,974;18,2772;17,293;16,1102;15,386;14,38;13,450;12,5946;11,2699;10,1136;9,5973;8,3217;7,5945;6,561;5,169;4,2430;3,85;2,3575;1
117,799;5797;621;410,daytime:evening,420;25,621;24,399;23,923;22,2946;21,100;20,3088;19,1960;18,2110;17,1131;16,1756;15,974;14,2772;13,293;12,1102;11,386;10,38;9,450;8,5946;7,2699;6,1403;5,1136;4,5973;3,3217;2,5945;1
117,386;3704;1877;2078,daytime:night,420;25,621;24,399;23,923;22,2946;21,100;20,3088;19,1960;18,2110;17,1131;16,1756;15,974;14,2772;13,1102;12,386;11,38;10,450;9,5946;8,2699;7,1403;6,5973;5,3217;4,5945;3,561;2,169;1
98,2509;102;2120;1139;2354;824;2099;3329,daytime:morning,1131;25,6141;24,184;23,6801;22,2031;21,214;20,457;19,181;18,2372;17,1685;16,284;15,646;14,905;13,54;12,95;11,516;10,974;9,960;8,148;7,6545;6,7143;5,1242;4,2650;3,45;2,430;1
98,7102;4973;740;126;1647;4017;4521;3632;3408,daytime:evening,1131;25,742;24,6141;23,184;22,168;21,6801;20,270;19,2031;18,214;17,457;16,181;15,2372;14,1685;13,284;12,2063;11,646;10,905;9,54;8,95;7,516;6,974;5,960;4,148;3,6545;2,7143;1
81,2449;4720;657;565;5564;4421;2976;1133;763;1311;5015;293,daytime:morning,923;25,386;24,4462;23,7143;22,6158;21,291;20,1363;19,726;18,54;17,2110;16,1450;15,420;14,5070;13,1250;12,5584;11,2678;10,974;9,2986;8,1102;7,657;6,4091;5,988;4,1477;3,1805;2,6549;1
81,3005;2524;1878;3306;15;3763;27;6998;5572;14;713;3413,daytime:evening,923;25,386;24,4462;23,7143;22,1131;21,270;20,6158;19,291;18,1363;17,726;16,54;15,1450;14,420;13,344;12,2946;11,5070;10,1250;9,5584;8,2678;7,974;6,2986;5,399;4,1102;3,657;2,4091;1
81,5559;386;1808;5;225;4155,daytime:night,923;25,386;24,4462;23,7143;22,1131;21,270;20,6158;19,291;18,1363;17,726;16,54;15,2110;14,1450;13,344;12,2946;11,5584;10,2678;9,974;8,2986;7,399;6,1102;5,657;4,4091;3,988;2,1477;1
